"id_company","id","name"
0,927,TM Entertainment
0,928,ONE FINE DAY Entertainment
0,929,ALLBLUE RECORDS
0,930,School Music Entertainment
0,931,good choice entertainment
0,933,Lapone Entertainment
0,934,GNID
0,935,WEUS Entertainment
0,936,Accelers
0,937,DS Entertainment
0,938,Howling Entertainment
0,939,No band studio
0,940,ODD ATELIER
0,941,PA Entertainment
0,942,One Pick Music
0,943,Alien Company
0,944,Label Sayu
0,945,Probeat Company
0,946,KT Wiz Suwon
0,947,DAM Entertainment
0,948,Show M Entertainment
0,949,Red Creative Company
0,950,Recipe Music
0,951,RPM Entertainment
0,952,#snow_ed
0,953,MostWorks Entertainment
0,954,Hidden Sound
0,955,Fair Music
0,957,YellOCean
0,958,Kang Entertainment
0,959,Golden 8 Media
0,960,Double S Company
0,961,Noon Company
0,962,Etoos
0,963,FlySpace Entertainment
0,964,Worthy Entertainment
0,965,Sure Place
0,966,Artcompany SOUL
0,967,SPK Entertainment
0,968,YOZM CREATIVE
0,969,Up Entertainment
0,970,ANJ Entertainment
0,971,Unusual Sound
0,972,CGM Entertainment
0,973,Spring Ent
0,974,TNK Entertainment
0,975,JPX GROOVE
0,976,Label GHS
0,977,Total Set
0,978,actm
0,979,Muto Musiq
0,980,EMA
0,981,PYRAT
0,982,Universe Town
0,983,Rolling Cash
0,984,Nubreed Entertainment
0,985,RINK Entertainment
0,986,NAKED
0,987,Galaxy Corporation
0,988,TOPSPOT PICTURES Inc.
237,989,MLD Entertainment + ABC-CBN + Kamp Korea
0,990,Grida Entertainment
0,991,Beyond J
0,992,Jihoon’s Company
0,993,LYNNA Entertainment
0,994,Saurus
0,995,"260 Asia"
0,996,Avex China
0,997,"12ENTERTAINMENT"
0,998,CTYL
0,999,"2nd Floor Record"
0,1000,Janggoon Entertainment
0,1001,YESMAN ENT.
0,1002,MAMA Entertainment
0,1003,Klap Entertainment
0,1004,Big Boss Entertainment
0,1005,iiNSTEADYCLUB
0,1006,Leanbranding
0,1007,Zize Studio
0,1008,ALLWAYS
0,1009,Freestyle Town
0,1010,XXK
0,1011,OCD Records
0,1012,Geumbanji Records
0,1013,Mellow Entertainment
0,1014,Bik4 Entertainment
0,1015,Good Impact Company
0,1016,IW Entertainment
0,1017,Tajoy Entertainment
0,1018,Mareumo Entertainment
0,1019,Super Jam Records
0,1020,Brown(e)s.
0,1021,Zeze Entertainment
0,1022,Lighthouse
0,1023,hayanamusic
0,1024,Downtown E&M
0,1025,TN Entertainment
0,1026,Plum A&C
0,1027,INB100
0,1028,Company Soosoo
0,1029,BAM Entertainment
0,1030,Nazca Records
0,1031,Vectormob
0,1032,"40 Company"
0,1033,A-CL ENTERTAINMENT
0,1034,Movement-G
0,1035,Make Story
0,1036,DREAL FUTURE
0,1037,TheBsky
0,1038,Beats Entertainment
0,1039,Yamujin Entertainment
0,1040,image9comms
0,1041,TAKSTUDIO
0,1042,H&Entertainment
0,1043,CL&Company
0,1044,Mystery Friends
0,1045,th Entertainment
0,1046,JJ Music Group
0,1047,iWill Media
0,1048,BTOB Company
0,1049,Hoent
0,1050,Triple S Entertainment
0,1051,Creative i
0,1052,SuperFreak Records
0,1053,Funhan Ent.
0,1054,Dawon C&C Company
0,1055,THE MUZE Entertainment
0,1056,STUDIO KUMO SEOUL
0,1057,M.O.T. entertainment
0,1058,LSA entertainment
0,1059,Purplepine Entertainment
0,1060,H-Track
0,1061,Top Cloud Entertainment
0,1062,Clef Company
0,1063,WH Creative
0,1064,LLOUD
0,1065,Blueboy
0,1066,GF Music
0,1067,Dream Factory
0,1068,NOMAD Entertainment
0,1069,Chabak Entertainment
0,1070,Haha Entertainment
0,1071,EM Company
0,1072,MCloud Entertainment
0,1073,W2company Management
0,1074,Girl Group API Company
0,1075,U S Media Group
0,1076,No.1 Media
0,1077,Donnie Records
0,1078,Narda Entertainment
0,1079,Meta Comedy
0,1080,VLast
0,1081,EgoENT
0,1082,TAKIEL.Inc.
0,1083,Pungryuhoe
0,1084,Endorph Music
0,1085,Gaon Entertainment
0,1086,Follow Entertainment
0,1087,Studio 252
0,1088,HIM Entertainment
0,1089,YSJ Media
0,1090,Title Media
0,1091,Pastel Music
0,1092,Studio Broccoli
0,1093,Pandawhale
0,1094,F&F Entertainment
0,1095,Doubling Music Entertainment
0,1096,GRIFFIN Entertainment
0,1097,AUBE MOON STUDIO
0,1098,DH MUSIC Entertainment
0,1099,NEO Records
0,1100,CHXXTA Company
0,1101,Standard Friends
1,1102,Kustomade
0,1103,GoldDust Entertainment
0,1104,PARASTAR Entertainment
0,1105,NEWWAYS COMPANY
0,1106,Donuts Culture
0,1107,YY Entertainment
0,1108,Makeumine Works
0,1109,ACT Music
0,1110,HADASH MUSIC
0,1111,PPP Entertainment
0,1112,"502"
0,1113,Fe Enterteinment
0,1114,Schnauzer Boulangerie
0,1115,Honey Badger Records
0,1116,Knight Airport
0,1117,Midnight Records
0,1118,BMK SOUL TRAIN
0,1119,Chic Entertainment
0,1120,Baljunso
0,1121,NewRetroWave
0,1122,PAIX PER MIL
0,1123,J_unity
0,1124,Four Go Entertainment
0,1125,Gyeolhwa Entertainment
0,1126,Artistic Round Alliance
0,1127,Birdman
0,1128,big.wav Music
260,1129,Peaches Label
0,1130,Shinlee Entertainment
0,1131,Rude Boys Sound
0,1132,South Park Entertainment
0,1133,AL Entertainment
0,1134,Lucky Stone Records
0,1135,foRRest
711,1136,medialab siso
0,1137,Cstori Group
0,1138,Red Slippers
0,1139,Saviimusic
0,1140,KMG
0,1141,Chapter M
0,1142,AimKorea
0,1143,Alive Now
0,1144,PLZ
0,1145,Neotrend Music
0,1146,Ndesigners
0,1147,The NEW Entertainment
1,1148,ScreaM Records
0,1149,KN Media
0,1150,"101 Doors Entertainment"
0,1151,CM Entertainment
0,1152,KPop Live Entertainment
0,1153,IX Entertainment
274,1154,MPLIFY
0,1155,papermode
0,1156,THE EYE Entertainment
0,1157,Black Tides World
0,1158,Egoism Recordings
0,1159,MMTG Civilization Express
0,1160,Black Room
0,1161,TF Music
