"musicshow","id_artist","date","musicname","id_musicvideo"
musicbank,13,"2013-07-26",U&I,1995
musiccore,96,"2013-07-27",Destiny,688
inkigayo,96,"2013-07-28",Destiny,688
showchampion,96,"2013-07-31",Destiny,688
countdown,26,"2013-08-01",Shadow,461
musicbank,13,"2013-08-02",U&I,1995
musiccore,26,"2013-08-03",Shadow,461
inkigayo,26,"2013-08-04",Shadow,461
showchampion,65,"2013-08-07",Rum Pum Pum Pum,222
countdown,65,"2013-08-08",Rum Pum Pum Pum,222
musicbank,65,"2013-08-09",Rum Pum Pum Pum,222
inkigayo,65,"2013-08-11",Rum Pum Pum Pum,222
countdown,4,"2013-08-15",Do you love me,344
musicbank,61,"2013-08-16",Growl,508
inkigayo,61,"2013-08-18",Growl,508
showchampion,61,"2013-08-21",Growl,508
countdown,61,"2013-08-22",Growl,508
musicbank,61,"2013-08-23",Growl,508
musiccore,61,"2013-08-24",Growl,508
inkigayo,61,"2013-08-25",Growl,508
showchampion,61,"2013-08-28",Growl,508
countdown,61,"2013-08-29",Growl,508
musicbank,47,"2013-08-30",Bar Bar Bar,1052
musiccore,61,"2013-08-31",Growl,508
inkigayo,61,"2013-09-01",Growl,508
showchampion,61,"2013-09-04",Growl,508
countdown,61,"2013-09-05",Growl,508
musicbank,202,"2013-09-06",Rocking,1473
musiccore,61,"2013-09-07",Growl,508
inkigayo,202,"2013-09-08",Rocking,1473
showchampion,202,"2013-09-11",Rocking,1473
countdown,68,"2013-09-12",Black,0
musicbank,117,"2013-09-13",Damaged Lady,108
inkigayo,68,"2013-09-15",Coup d'etat,263
showchampion,117,"2013-09-18",Damaged Lady,108
countdown,68,"2013-09-19",Black,0
musicbank,68,"2013-09-20",WHO YOU?,260
inkigayo,68,"2013-09-22",Crooked,262
showchampion,117,"2013-09-25",Damaged Lady,108
countdown,68,"2013-09-26",Crooked,262
musicbank,68,"2013-09-27",Crooked,262
musiccore,948,"2013-09-28",Stupid in Love,11751
inkigayo,68,"2013-09-29",Crooked,262
showchampion,257,"2013-10-02","Love, at first",2168
countdown,257,"2013-10-03","Love, at first",2168
musicbank,257,"2013-10-04","Love, at first",2168
musiccore,257,"2013-10-05","Love, at first",2168
inkigayo,257,"2013-10-06","Love, at first",2168
showchampion,257,"2013-10-09","Love, at first",2168
countdown,257,"2013-10-10","Love, at first",2168
musicbank,257,"2013-10-11","Love, at first",2168
musiccore,257,"2013-10-12","Love, at first",2168
inkigayo,32,"2013-10-13",Very Good,1381
showchampion,98,"2013-10-16",The red shoes,9
countdown,98,"2013-10-17",The red shoes,9
musicbank,98,"2013-10-18",The red shoes,9
musiccore,98,"2013-10-19",The red shoes,9
inkigayo,98,"2013-10-20",The red shoes,9
showchampion,172,"2013-10-23",Everybody,437
countdown,98,"2013-10-24",The red shoes,9
musicbank,172,"2013-10-25",Everybody,437
musiccore,172,"2013-10-26",Everybody,437
inkigayo,172,"2013-10-27",Everybody,437
showchampion,172,"2013-10-30",Everybody,437
countdown,172,"2013-10-31",Everybody,437
musicbank,114,"2013-11-01",You don't know love,1152
musiccore,114,"2013-11-02",You don't know love,1152
inkigayo,114,"2013-11-03",You don't know love,1152
showchampion,205,"2013-11-06",Now,454
countdown,205,"2013-11-07",Now,454
musicbank,205,"2013-11-08",Now,454
musiccore,205,"2013-11-09",Now,454
inkigayo,205,"2013-11-10",Now,454
showchampion,142,"2013-11-13",Hush,552
countdown,205,"2013-11-14",Now,454
musicbank,205,"2013-11-15",Now,454
inkigayo,142,"2013-11-17",Hush,552
showchampion,205,"2013-11-20",Now,454
countdown,142,"2013-11-21",Hush,552
musicbank,142,"2013-11-22",Hush,552
musiccore,53,"2013-11-23",The Letter,1283
inkigayo,199,"2013-11-24",Ringa Linga,261
countdown,4,"2013-11-28",Missing You,343
musicbank,911,"2013-11-29",Lie Lie Lie,10885
musiccore,4,"2013-11-30",Missing You,343
inkigayo,4,"2013-12-01",Missing You,343
showchampion,88,"2013-12-04",One way love,629
countdown,4,"2013-12-05",Missing You,343
musicbank,215,"2013-12-06",Voodoo doll,1364
musiccore,88,"2013-12-07",One way love,629
inkigayo,4,"2013-12-08",Missing You,343
countdown,88,"2013-12-12",One way love,629
musicbank,88,"2013-12-13",One way love,629
musiccore,61,"2013-12-14",Miracles in December,507
inkigayo,61,"2013-12-15",Miracles in December,507
showchampion,61,"2013-12-18",Miracles in December,507
countdown,61,"2013-12-19",Miracles in December,507
musicbank,61,"2013-12-20",Miracles in December,507
musiccore,61,"2013-12-21",Miracles in December,507
inkigayo,61,"2013-12-22",Miracles in December,507
countdown,61,"2013-12-26",Miracles in December,507
inkigayo,98,"2013-12-29",Friday,14
countdown,61,"2014-01-02",Miracles in December,507
musicbank,98,"2014-01-03",Friday,14
musiccore,98,"2014-01-04",Friday,14
inkigayo,98,"2014-01-05",Friday,14
showchampion,77,"2014-01-08",Something,22
countdown,259,"2014-01-09","30Sexy",2174
musicbank,259,"2014-01-10",La song,2173
musiccore,77,"2014-01-11",Something,22
inkigayo,77,"2014-01-12",Something,22
showchampion,13,"2014-01-15",Singing got better,7676
countdown,207,"2014-01-16",Something,1359
musicbank,207,"2014-01-17",Something,1359
musiccore,207,"2014-01-18",Something,1359
inkigayo,207,"2014-01-19",Something,1359
showchampion,23,"2014-01-22",Lonely,998
countdown,207,"2014-01-23",Something,1359
musicbank,23,"2014-01-24",Lonely,998
musiccore,23,"2014-01-25",Lonely,998
inkigayo,23,"2014-01-26",Lonely,998
showchampion,23,"2014-01-29",Lonely,998
countdown,207,"2014-01-30",Something,1359
musicbank,23,"2014-01-31",Lonely,998
inkigayo,77,"2014-02-02",Something,22
showchampion,23,"2014-02-05",Lonely,998
countdown,77,"2014-02-06",Something,22
musicbank,207,"2014-02-07",Something,1359
musiccore,23,"2014-02-08",Lonely,998
inkigayo,16,"2014-02-09",Miniskirt,487
showchampion,22,"2014-02-12","1004 Angel",1466
countdown,77,"2014-02-13",Something,22
musicbank,22,"2014-02-14","1004 Angel",1466
musiccore,22,"2014-02-15","1004 Angel",1466
inkigayo,22,"2014-02-16","1004 Angel",1466
showchampion,180,"2014-02-19",Some,97
countdown,180,"2014-02-20",Some,97
musicbank,180,"2014-02-21",Some,97
musiccore,180,"2014-02-22",Some,97
inkigayo,180,"2014-02-23",Some,97
countdown,180,"2014-02-27",Some,97
musicbank,180,"2014-02-28",Some,97
musiccore,180,"2014-03-01",Some,97
inkigayo,268,"2014-03-02",Full Moon,2271
showchampion,46,"2014-03-05",Can't Stop,1847
countdown,78,"2014-03-06",Mr.Mr.,156
musicbank,180,"2014-03-07",Some,97
musiccore,207,"2014-03-08",Spellbound,1360
inkigayo,78,"2014-03-09",Mr.Mr.,156
showchampion,78,"2014-03-12",Mr.Mr.,156
countdown,78,"2014-03-13",Mr.Mr.,156
musicbank,78,"2014-03-14",Mr.Mr.,156
musiccore,78,"2014-03-15",Mr.Mr.,156
inkigayo,4,"2014-03-16",Come Back Home,342
showchampion,78,"2014-03-19",Mr.Mr.,156
countdown,4,"2014-03-20",Come Back Home,342
musicbank,180,"2014-03-21",Some,97
musiccore,78,"2014-03-22",Mr.Mr.,156
inkigayo,78,"2014-03-23",Mr.Mr.,156
countdown,4,"2014-03-27",Come Back Home,342
musicbank,46,"2014-03-28",Can't Stop,1847
inkigayo,7,"2014-03-30",Whatcha Doin' Today,196
countdown,7,"2014-04-03",Whatcha Doin' Today,196
musicbank,180,"2014-04-04",Some,97
musiccore,347,"2014-04-05",Wild flower,6564
inkigayo,347,"2014-04-06",Wild Flower,6564
showchampion,18,"2014-04-09",Mr.Chu,470
countdown,18,"2014-04-10",Mr.Chu,470
musicbank,18,"2014-04-11",Mr.Chu,470
musiccore,18,"2014-04-12",Mr.Chu,470
inkigayo,18,"2014-04-13",Mr.Chu,470
showchampion,137,"2014-04-16",Without you,1715
countdown,14,"2014-04-17","200%",1583
musicbank,14,"2014-04-18","200%",1583
musiccore,14,"2014-04-19","200%",1583
inkigayo,14,"2014-04-20","200%",1583
countdown,14,"2014-04-24","200%",1583
musicbank,14,"2014-04-25","200%",1583
musiccore,14,"2014-04-26","200%",1583
inkigayo,14,"2014-04-27","200%",1583
countdown,14,"2014-05-01","200%",1583
musicbank,14,"2014-05-02","200%",1583
musiccore,14,"2014-05-03","200%",1583
inkigayo,14,"2014-05-04","200%",1583
countdown,18,"2014-05-08",Mr.Chu,470
musicbank,47,"2014-05-09",Uh-ee!,1055
musiccore,14,"2014-05-10","200%",1583
inkigayo,100,"2014-05-11","Not Spring, Love or Cherry Blossoms",2
showchampion,373,"2014-05-14",Overdose,506
countdown,373,"2014-05-15",Overdose,506
musicbank,373,"2014-05-16",Overdose,506
musiccore,373,"2014-05-17",Overdose,506
inkigayo,373,"2014-05-18",Overdose,506
showchampion,352,"2014-05-21",Night and Day,11816
countdown,373,"2014-05-22",Overdose,506
musicbank,373,"2014-05-23",Overdose,506
musiccore,373,"2014-05-24",Overdose,506
inkigayo,373,"2014-05-25",Overdose,506
showchampion,96,"2014-05-28",Last Romeo,685
countdown,96,"2014-05-29",Last Romeo,685
musicbank,96,"2014-05-30",Last Romeo,685
musiccore,321,"2014-05-31",You You You,2823
inkigayo,373,"2014-06-01",Overdose,506
showchampion,96,"2014-06-04",Last Romeo,685
countdown,96,"2014-06-05",Last Romeo,685
musicbank,321,"2014-06-06",You You You,2823
musiccore,72,"2014-06-07",You You You,0
inkigayo,215,"2014-06-08",Eternity,1365
showchampion,215,"2014-06-11",Eternity,1365
countdown,199,"2014-06-12","Eyes, Nose, Lips",1059
musicbank,96,"2014-06-13",Last Romeo,685
musiccore,199,"2014-06-14","Eyes, Nose, Lips",1059
inkigayo,199,"2014-06-15","Eyes, Nose, Lips",1059
countdown,199,"2014-06-19","Eyes, Nose, Lips",1059
musicbank,199,"2014-06-20","Eyes, Nose, Lips",1059
musiccore,26,"2014-06-21",No More,8215
inkigayo,199,"2014-06-22","Eyes, Nose, Lips",1059
countdown,26,"2014-06-26",Good Luck,460
musicbank,26,"2014-06-27",Good Luck,460
musiccore,26,"2014-06-28",Good Luck,460
inkigayo,26,"2014-06-29",Good Luck,460
showchampion,26,"2014-07-02",Good Luck,460
countdown,199,"2014-07-03","Eyes, Nose, Lips",1059
musicbank,26,"2014-07-04",Good Luck,460
musiccore,26,"2014-07-05",Good Luck,460
inkigayo,199,"2014-07-06","Eyes, Nose, Lips",1059
showchampion,114,"2014-07-09",Day 1,117
countdown,114,"2014-07-10",Day 1,117
musicbank,26,"2014-07-11",Good Luck,460
musiccore,26,"2014-07-12",Good Luck,460
inkigayo,26,"2014-07-13",Good Luck,460
showchampion,65,"2014-07-16",Red Light,221
countdown,65,"2014-07-17",Red Light,221
musicbank,65,"2014-07-18",Red Light,221
musiccore,65,"2014-07-19",Red Light,221
inkigayo,65,"2014-07-20",Red Light,221
showchampion,23,"2014-07-23",Solo Day,994
countdown,23,"2014-07-24",Solo Day,994
musicbank,23,"2014-07-25",Solo Day,994
musiccore,77,"2014-07-26",Darling,17
inkigayo,77,"2014-07-27",Darling,17
showchampion,77,"2014-07-30",Darling,17
countdown,174,"2014-07-31",Touch my Body,1057
musicbank,174,"2014-08-01",Touch my Body,1057
musiccore,96,"2014-08-02",Back,686
inkigayo,174,"2014-08-03",Touch my Body,1057
showchampion,93,"2014-08-06",RED,199
countdown,174,"2014-08-07",Touch my Body,1057
musicbank,174,"2014-08-08",Touch my Body,1057
musiccore,174,"2014-08-09",Touch my Body,1057
inkigayo,174,"2014-08-10",Touch my Body,1057
showchampion,93,"2014-08-13",RED,199
countdown,32,"2014-08-14",Her,929
musicbank,174,"2014-08-15",Touch my Body,1057
musiccore,174,"2014-08-16",Touch my Body,1057
inkigayo,174,"2014-08-17",Touch my Body,1057
showchampion,32,"2014-08-20",Her,929
countdown,217,"2014-08-21",Empty,868
musicbank,217,"2014-08-22",Empty,868
musiccore,32,"2014-08-23",Her,929
inkigayo,217,"2014-08-24",Empty,868
showchampion,117,"2014-08-27",Mamma Mia,800
countdown,217,"2014-08-28",Empty,868
musicbank,198,"2014-08-29",Danger,439
musiccore,198,"2014-08-30",Danger,439
inkigayo,217,"2014-08-31",Empty,868
showchampion,174,"2014-09-03",I Swear,86
countdown,174,"2014-09-04",I Swear,86
musicbank,174,"2014-09-05",I Swear,86
musiccore,174,"2014-09-06",I Swear,86
inkigayo,174,"2014-09-07",I Swear,86
showchampion,189,"2014-09-10",MAMACITA,296
countdown,189,"2014-09-11",MAMACITA,296
musicbank,189,"2014-09-12",MAMACITA,296
musiccore,189,"2014-09-13",MAMACITA,296
inkigayo,189,"2014-09-14",MAMACITA,296
showchampion,189,"2014-09-17",MAMACITA,296
countdown,217,"2014-09-18",Empty,868
musicbank,189,"2014-09-19",MAMACITA,296
musiccore,189,"2014-09-20",MAMACITA,296
inkigayo,189,"2014-09-21",MAMACITA,296
showchampion,202,"2014-09-24",Missing,12227
countdown,79,"2014-09-25",Holler,654
musicbank,202,"2014-09-26",Missing,12227
inkigayo,79,"2014-09-28",Holler,654
countdown,79,"2014-10-02",Holler,654
musicbank,79,"2014-10-03",Holler,654
inkigayo,13,"2014-10-05",Don't Touch Me,631
countdown,13,"2014-10-09",Don't Touch Me,631
musicbank,13,"2014-10-10",Don't Touch Me,631
musiccore,79,"2014-10-11",Holler,654
inkigayo,426,"2014-10-12",How I Am,3766
showchampion,13,"2014-10-15",Don't Touch Me,631
countdown,430,"2014-10-16",Home,3782
musicbank,426,"2014-10-17",How I Am,3766
musiccore,430,"2014-10-18",Home,3782
inkigayo,98,"2014-10-19",SOGYEOKDONG,8
showchampion,215,"2014-10-22",Error,7491
countdown,597,"2014-10-23",No make up,5816
musicbank,215,"2014-10-24",Error,7491
inkigayo,215,"2014-10-26",Error,7491
theshow,215,"2014-10-28",Error,7491
showchampion,26,"2014-10-29","12:30",8206
countdown,57,"2014-10-30",Happen Ending,32036
musicbank,26,"2014-10-31","12:30",8206
musiccore,26,"2014-11-01","12:30",8206
inkigayo,26,"2014-11-02","12:30",8206
theshow,215,"2014-11-04",Error,7491
countdown,57,"2014-11-06",Happen Ending,32036
musicbank,26,"2014-11-07","12:30",8206
musiccore,26,"2014-11-08","12:30",8206
inkigayo,26,"2014-11-09","12:30",8206
theshow,34,"2014-11-11",Witch,1258
countdown,57,"2014-11-13",Happen Ending,32036
musicbank,26,"2014-11-14","12:30",8206
musiccore,534,"2014-11-15",Miss me or Diss me,5087
inkigayo,534,"2014-11-16",Miss me or Diss me,5087
theshow,608,"2014-11-18",Rewind,5938
showchampion,16,"2014-11-19",Like a Cat,488
countdown,123,"2014-11-20",At Gwanghwamun,1490
musicbank,123,"2014-11-21",At Gwanghwamun,1490
musiccore,123,"2014-11-22",At Gwanghwamun,1490
inkigayo,85,"2014-11-23",I'm Different,1580
theshow,90,"2014-11-25",Erase,1173
showchampion,123,"2014-11-26",At Gwanghwamun,1490
countdown,123,"2014-11-27",At Gwanghwamun,1490
musicbank,609,"2014-11-28",Three of Us,11959
musiccore,609,"2014-11-29",Three of Us,11959
inkigayo,73,"2014-11-30",Good Boy,256
theshow,18,"2014-12-02",LUV,469
musicbank,18,"2014-12-05",LUV,469
musiccore,18,"2014-12-06",LUV,469
inkigayo,18,"2014-12-07",LUV,469
theshow,18,"2014-12-09",LUV,469
musicbank,18,"2014-12-12",LUV,469
musiccore,18,"2014-12-13",LUV,469
inkigayo,18,"2014-12-14",LUV,469
theshow,18,"2014-12-16",LUV,469
countdown,18,"2014-12-18",LUV,469
musicbank,18,"2014-12-19",LUV,469
musiccore,18,"2014-12-20",LUV,469
countdown,18,"2014-12-25",LUV,469
musicbank,18,"2014-12-26",LUV,469
inkigayo,18,"2014-12-28",LUV,469
musicbank,61,"2015-01-02","December, 2014 (The Winter’s Tale)",53782
musiccore,18,"2015-01-03",LUV,469
inkigayo,73,"2015-01-04",Good Boy,256
countdown,60,"2015-01-08",UP&DOWN,541
musicbank,60,"2015-01-09",UP&DOWN,541
musiccore,18,"2015-01-10",LUV,469
inkigayo,60,"2015-01-11",UP&DOWN,541
theshow,60,"2015-01-13",UP&DOWN,541
countdown,60,"2015-01-15",UP&DOWN,541
musicbank,60,"2015-01-16",UP&DOWN,541
musiccore,109,"2015-01-17",Déjà-Boo,12939
inkigayo,109,"2015-01-18",Déjà-Boo,12939
theshow,109,"2015-01-20",Déjà-Boo,12939
showchampion,109,"2015-01-21",Déjà-Boo,12939
countdown,109,"2015-01-22",Déjà-Boo,12939
musicbank,109,"2015-01-23",Déjà-Boo,12939
musiccore,109,"2015-01-24",Déjà-Boo,12939
inkigayo,137,"2015-01-25",Fire,1350
theshow,109,"2015-01-27",Déjà-Boo,12939
showchampion,137,"2015-01-28",Fire,1350
countdown,137,"2015-01-29",Fire,1350
musicbank,821,"2015-01-30",One Fine Day,9197
musiccore,53,"2015-01-31",Cry Again,1278
inkigayo,821,"2015-02-01",One Fine Day,9197
theshow,97,"2015-02-03",Pretty,1509
showchampion,821,"2015-02-04",One Fine Day,9197
countdown,53,"2015-02-05",Cry Again,1278
musicbank,53,"2015-02-06",Cry Again,1278
musiccore,97,"2015-02-07",Pretty,1509
inkigayo,97,"2015-02-08",Pretty,1509
theshow,97,"2015-02-10",Pretty,1509
showchampion,2913,"2015-02-11",Just,1076
countdown,97,"2015-02-12",Pretty,1509
musicbank,821,"2015-02-13",One Fine Day,9197
musiccore,2913,"2015-02-14",Just,1076
inkigayo,378,"2015-02-15",You In The Same Time,3317
theshow,210,"2015-02-17",Playground,12938
showchampion,7,"2015-02-18",Crazy,591
countdown,7,"2015-02-19",Crazy,591
musicbank,378,"2015-02-20",You In The Same Time,3317
musiccore,7,"2015-02-21",Crazy,591
inkigayo,7,"2015-02-22",Crazy,591
showchampion,7,"2015-02-25",Crazy,591
countdown,7,"2015-02-26",Crazy,591
musicbank,1954,"2015-02-27",Lovekiller,31827
musiccore,1954,"2015-02-28",Lovekiller,31827
inkigayo,7,"2015-03-01",Crazy,591
theshow,215,"2015-03-03",Love Equation,7500
showchampion,215,"2015-03-04",Love Equation,7500
countdown,215,"2015-03-05",Love Equation,7500
musicbank,215,"2015-03-06",Love Equation,7500
musiccore,215,"2015-03-07",Love Equation,7500
inkigayo,215,"2015-03-08",Love Equation,7500
theshow,215,"2015-03-10",Love Equation,7500
showchampion,173,"2015-03-11",Sniper,8600
countdown,173,"2015-03-12",Sniper,8600
musicbank,173,"2015-03-13",Sniper,8600
musiccore,173,"2015-03-14",Sniper,8600
inkigayo,173,"2015-03-15",Sniper,8600
theshow,215,"2015-03-17",Love Equation,7500
showchampion,173,"2015-03-18",Sniper,8600
countdown,173,"2015-03-19",Sniper,8600
musicbank,190,"2015-03-20",Growing Pains,1535
musiccore,173,"2015-03-21",Sniper,8600
inkigayo,173,"2015-03-22",Sniper,8600
theshow,34,"2015-03-24",Bounce,1255
showchampion,141,"2015-03-25",I am a woman too,738
countdown,173,"2015-03-26",Sniper,8600
musicbank,165,"2015-03-27",Ice Cream Cake,770
inkigayo,165,"2015-03-29",Ice Cream Cake,770
theshow,165,"2015-03-31",Ice Cream Cake,770
showchampion,165,"2015-04-01",Ice Cream Cake,770
countdown,165,"2015-04-02",Ice Cream Cake,770
musicbank,67,"2015-04-03",Pray,12936
musiccore,165,"2015-04-04",Ice Cream Cake,770
inkigayo,61,"2015-04-05",Call me Baby,747
theshow,67,"2015-04-07",Pray,12936
countdown,61,"2015-04-08",Call me Baby,747
countdown,61,"2015-04-09",Call me Baby,747
musicbank,61,"2015-04-10",Call me Baby,747
musiccore,61,"2015-04-11",Call me Baby,747
inkigayo,61,"2015-04-12",Call me Baby,747
theshow,67,"2015-04-14",Pray,12936
showchampion,61,"2015-04-15",Call me Baby,747
countdown,61,"2015-04-16",Call me Baby,747
musicbank,61,"2015-04-17",Call me Baby,747
musiccore,61,"2015-04-18",Call me Baby,747
inkigayo,61,"2015-04-19",Call me Baby,747
theshow,60,"2015-04-21",Ah Yeah,745
showchampion,61,"2015-04-22",Call me Baby,747
musicbank,61,"2015-04-24",Call me Baby,747
musiccore,61,"2015-04-25",Call me Baby,747
inkigayo,60,"2015-04-26",Ah Yeah,745
theshow,61,"2015-04-28",Call me Baby,747
showchampion,60,"2015-04-29",Ah Yeah,745
countdown,61,"2015-04-30",Call me Baby,747
musicbank,61,"2015-05-01",Call me Baby,747
musiccore,61,"2015-05-02",Call me Baby,747
inkigayo,60,"2015-05-03",Ah Yeah,745
theshow,40,"2015-05-05",I need U,795
showchampion,60,"2015-05-06",Ah Yeah,745
countdown,40,"2015-05-07",I need U,795
musicbank,40,"2015-05-08",I need U,795
musiccore,28,"2015-05-09",Loser,785
inkigayo,28,"2015-05-10",Loser,785
theshow,40,"2015-05-12",I need U,795
showchampion,40,"2015-05-13",I need U,795
countdown,28,"2015-05-14",Loser,785
musicbank,28,"2015-05-15",Loser,785
musiccore,28,"2015-05-16",Loser,785
inkigayo,28,"2015-05-17",Loser,785
theshow,260,"2015-05-19",You must be you,2177
showchampion,28,"2015-05-20",Loser,785
countdown,28,"2015-05-21",Loser,785
musicbank,28,"2015-05-22",Loser,785
musiccore,260,"2015-05-23",You must be you,2177
inkigayo,28,"2015-05-24",Loser,785
theshow,212,"2015-05-26",EOEO,1612
showchampion,172,"2015-05-27",View,819
countdown,172,"2015-05-28",View,819
musicbank,172,"2015-05-29",View,819
inkigayo,172,"2015-05-31",View,819
theshow,117,"2015-06-02",Cupid,804
countdown,172,"2015-06-04",View,819
musicbank,172,"2015-06-05",View,819
musiccore,172,"2015-06-06",View,819
inkigayo,172,"2015-06-07",View,819
theshow,172,"2015-06-09",View,819
showchampion,61,"2015-06-10",Love me right,1056
countdown,28,"2015-06-11",BANG BANG BANG,821
musicbank,61,"2015-06-12",Love me right,1056
musiccore,61,"2015-06-13",Love me right,1056
inkigayo,28,"2015-06-14",BANG BANG BANG,821
theshow,61,"2015-06-16",Love me right,1056
showchampion,61,"2015-06-17",Love me right,1056
countdown,61,"2015-06-18",Love me right,1056
musicbank,61,"2015-06-19",Love me right,1056
musiccore,61,"2015-06-20",Love me right,1056
inkigayo,61,"2015-06-21",Love me right,1056
theshow,5,"2015-06-23",My House,829
showchampion,61,"2015-06-24",Love me right,1056
countdown,28,"2015-06-25",BANG BANG BANG,821
musicbank,24,"2015-06-26",Shouldn't Have...,11711
musiccore,61,"2015-06-27",Love me right,1056
inkigayo,28,"2015-06-28",BANG BANG BANG,821
theshow,202,"2015-06-30",Ah-ah,1474
showchampion,16,"2015-07-01",Heart Attack,831
countdown,174,"2015-07-02",Shake It,832
musicbank,174,"2015-07-03",Shake It,832
musiccore,16,"2015-07-04",Heart Attack,831
inkigayo,174,"2015-07-05",Shake It,832
theshow,16,"2015-07-07",Heart Attack,831
showchampion,174,"2015-07-08",Shake It,832
countdown,28,"2015-07-09",Sober,840
musicbank,174,"2015-07-10",Shake It,832
musiccore,28,"2015-07-11",Sober,840
inkigayo,28,"2015-07-12",Sober,840
theshow,78,"2015-07-14",Party,854
showchampion,78,"2015-07-15",Party,854
countdown,78,"2015-07-16",Party,854
musicbank,78,"2015-07-17",Party,854
musiccore,78,"2015-07-18",Party,854
inkigayo,78,"2015-07-19",Party,854
theshow,96,"2015-07-21",Bad,865
showchampion,96,"2015-07-22",Bad,865
countdown,96,"2015-07-23",Bad,865
musicbank,96,"2015-07-24",Bad,865
musiccore,96,"2015-07-25",Bad,865
inkigayo,78,"2015-07-26",Party,854
theshow,96,"2015-07-28",Bad,865
showchampion,18,"2015-07-29",Remember,864
countdown,18,"2015-07-30",Remember,864
musicbank,18,"2015-07-31",Remember,864
inkigayo,26,"2015-08-02",Gotta go to work,910
showchampion,26,"2015-08-05",YeY,943
countdown,26,"2015-08-06",YeY,943
musicbank,26,"2015-08-07",YeY,943
musiccore,26,"2015-08-08",YeY,943
inkigayo,26,"2015-08-09",YeY,943
showchampion,172,"2015-08-12",Married To The Music,975
musicbank,172,"2015-08-14",Married To The Music,975
musiccore,28,"2015-08-15",Let's not fall in love,1010
inkigayo,28,"2015-08-16",Let's not fall in love,1010
showchampion,23,"2015-08-19",Sweet Girl,993
countdown,74,"2015-08-20",ZUTTER,953
musicbank,28,"2015-08-21",Let's not fall in love,1010
musiccore,28,"2015-08-22",Let's not fall in love,1010
inkigayo,28,"2015-08-23",Let's not fall in love,1010
theshow,78,"2015-08-25",Lion Heart,974
showchampion,78,"2015-08-26",Lion Heart,974
countdown,78,"2015-08-27",Lion Heart,974
musicbank,78,"2015-08-28",Lion Heart,974
musiccore,78,"2015-08-29",Lion Heart,974
inkigayo,78,"2015-08-30",Lion Heart,974
theshow,269,"2015-09-01",Beautiful Liar,7499
countdown,78,"2015-09-03",Lion Heart,974
musicbank,78,"2015-09-04",Lion Heart,974
inkigayo,78,"2015-09-06",Lion Heart,974
countdown,78,"2015-09-10",Lion Heart,974
musicbank,78,"2015-09-11",Lion Heart,974
inkigayo,78,"2015-09-13",Lion Heart,974
theshow,165,"2015-09-15",Dumb Dumb,1008
showchampion,165,"2015-09-16",Dumb Dumb,1008
countdown,165,"2015-09-17",Dumb Dumb,1008
musicbank,78,"2015-09-18",Lion Heart,974
musiccore,78,"2015-09-19",Lion Heart,974
inkigayo,165,"2015-09-20",Dumb Dumb,1008
theshow,46,"2015-09-22",Cinderella,1762
showchampion,46,"2015-09-23",Cinderella,1762
countdown,165,"2015-09-24",Dumb Dumb,1008
musicbank,46,"2015-09-25",Cinderella,1762
musiccore,95,"2015-09-26",My Type,1091
inkigayo,95,"2015-09-27",My Type,1091
theshow,46,"2015-09-29",Cinderella,1762
countdown,181,"2015-10-01",Lean on me,1061
musicbank,46,"2015-10-02",Cinderella,1762
musiccore,124,"2015-10-03",Ordinary Love,1352
inkigayo,95,"2015-10-04",My Type,1091
theshow,80,"2015-10-06",If You Do,1017
showchampion,13,"2015-10-07",Mind your own business,1018
countdown,95,"2015-10-08",Rhythm Ta,1090
musicbank,132,"2015-10-09",Love Again,7637
inkigayo,132,"2015-10-11",Love Again,7637
theshow,80,"2015-10-13",If You Do,1017
showchampion,200,"2015-10-14",I,1019
countdown,200,"2015-10-15",I,1019
musicbank,200,"2015-10-16",I,1019
inkigayo,200,"2015-10-18",I,1019
theshow,80,"2015-10-20",If You Do,1017
showchampion,38,"2015-10-21",Way Back Home,1449
countdown,200,"2015-10-22",I,1019
musicbank,200,"2015-10-23",I,1019
musiccore,200,"2015-10-24",I,1019
inkigayo,200,"2015-10-25",I,1019
theshow,1013,"2015-10-27",I'm Fine,13046
countdown,200,"2015-10-29",I,1019
musicbank,200,"2015-10-30",I,1019
inkigayo,98,"2015-11-01",Twenty-Three,1020
countdown,65,"2015-11-05","4 walls",1022
musicbank,65,"2015-11-06","4 walls",1022
inkigayo,98,"2015-11-08",Twenty-Three,1020
theshow,65,"2015-11-10","4 walls",1022
musicbank,65,"2015-11-13","4 walls",1022
musiccore,98,"2015-11-14",Twenty-Three,1020
inkigayo,225,"2015-11-15",Boys And Girls,1385
theshow,215,"2015-11-17",Chained up,1363
showchampion,215,"2015-11-18",Chained up,1363
countdown,65,"2015-11-19","4 walls",1022
musicbank,215,"2015-11-20",Chained up,1363
inkigayo,200,"2015-11-22",I,1019
countdown,1014,"2015-11-24",Insensible,13050
showchampion,60,"2015-11-25",Hot Pink,1041
countdown,384,"2015-11-26",Jam,3407
musicbank,22,"2015-11-27","Young, Wild & Free",1429
inkigayo,95,"2015-11-29",Apology,1092
theshow,22,"2015-12-01","Young, Wild & Free",1429
showchampion,384,"2015-12-02",Jam,3407
musicbank,1014,"2015-12-04",Insensible,13050
inkigayo,60,"2015-12-06",Hot Pink,1041
theshow,40,"2015-12-08",Run,1127
showchampion,40,"2015-12-09",Run,1127
musicbank,40,"2015-12-11",Run,1127
