"musicshow","id_artist","date","musicname","id_musicvideo"
musiccore,31,"2020-07-11",How You Like That,6410
inkigayo,31,"2020-07-12",How You Like That,6410
theshow,270,"2020-07-14",Summer Breeze,6762
showchampion,31,"2020-07-15",How You Like That,6410
countdown,31,"2020-07-16",How You Like That,6410
musicbank,656,"2020-07-17",Monster,6786
musiccore,31,"2020-07-18",How You Like That,6410
inkigayo,31,"2020-07-19",How You Like That,6410
theshow,76,"2020-07-21",Apple,6809
showchampion,76,"2020-07-22",Apple,6809
countdown,76,"2020-07-23",Apple,6809
musicbank,505,"2020-07-24","1 Billion Views",6808
musiccore,31,"2020-07-25",How You Like That,6410
inkigayo,287,"2020-07-26",Maria,6430
showchampion,31,"2020-07-29",How You Like That,6410
countdown,659,"2020-07-30",Beach Again,6891
musicbank,31,"2020-07-31",How You Like That,6410
musiccore,659,"2020-08-01",Beach Again,6891
inkigayo,287,"2020-08-02",Maria,6430
theshow,463,"2020-08-04",Inception,6907
showchampion,463,"2020-08-05",Inception,6907
countdown,492,"2020-08-06",What You Waiting for,6878
musicbank,287,"2020-08-07",Maria,6430
inkigayo,287,"2020-08-09",Maria,6430
theshow,511,"2020-08-11",Who U Are,6925
showchampion,292,"2020-08-12",Dumdi Dumdi,6928
countdown,292,"2020-08-13",Dumdi Dumdi,6928
musicbank,511,"2020-08-14",Who U Are,6925
musiccore,511,"2020-08-15",Who U Are,6925
inkigayo,292,"2020-08-16",Dumdi Dumdi,6928
showchampion,292,"2020-08-19",Dumdi Dumdi,6928
countdown,292,"2020-08-20",Dumdi Dumdi,6928
musicbank,287,"2020-08-21",Maria,6430
musiccore,659,"2020-08-22",Beach Again,6891
inkigayo,292,"2020-08-23",Dumdi Dumdi,6928
showchampion,460,"2020-08-26",Not Shy,7098
musicbank,460,"2020-08-28",Not Shy,7098
musiccore,40,"2020-08-29",Dynamite,7120
inkigayo,40,"2020-08-30",Dynamite,7120
theshow,616,"2020-09-01",Flame,7138
showchampion,40,"2020-09-02",Dynamite,7120
countdown,460,"2020-09-03",Not Shy,7098
musicbank,40,"2020-09-04",Dynamite,7120
musiccore,40,"2020-09-05",Dynamite,7120
inkigayo,40,"2020-09-06",Dynamite,7120
theshow,134,"2020-09-08",Obliviate,7209
showchampion,40,"2020-09-09",Dynamite,7120
countdown,460,"2020-09-10",Not Shy,7098
musicbank,40,"2020-09-11",Dynamite,7120
musiccore,40,"2020-09-12",Dynamite,7120
inkigayo,40,"2020-09-13",Dynamite,7120
theshow,677,"2020-09-15",Bon Voyage,7253
showchampion,40,"2020-09-16",Dynamite,7120
countdown,460,"2020-09-17",Not Shy,7098
musicbank,40,"2020-09-18",Dynamite,7120
musiccore,40,"2020-09-19",Dynamite,7120
inkigayo,31,"2020-09-20",Ice Cream,7198
theshow,1481,"2020-09-22",Bad idea,7389
showchampion,288,"2020-09-23",Back Door,7273
countdown,288,"2020-09-24",Back Door,7273
musicbank,40,"2020-09-25",Dynamite,7120
musiccore,40,"2020-09-26",Dynamite,7120
inkigayo,31,"2020-09-27",Ice Cream,7198
showchampion,283,"2020-09-30",The Stealer,7315
countdown,283,"2020-10-01",The Stealer,7315
musicbank,40,"2020-10-02",Dynamite,7120
inkigayo,31,"2020-10-04",Ice Cream,7198
theshow,283,"2020-10-06",The Stealer,7315
countdown,283,"2020-10-08",The Stealer,7315
musicbank,40,"2020-10-09",Dynamite,7120
musiccore,40,"2020-10-10",Dynamite,7120
inkigayo,31,"2020-10-11",Lovesick Girls,7390
theshow,319,"2020-10-13",Pump it up,7470
showchampion,31,"2020-10-14",Lovesick Girls,7390
countdown,31,"2020-10-15",Lovesick Girls,7390
musicbank,31,"2020-10-16",Lovesick Girls,7390
musiccore,40,"2020-10-17",Dynamite,7120
inkigayo,31,"2020-10-18",Lovesick Girls,7390
theshow,280,"2020-10-20",Daisy,7545
showchampion,150,"2020-10-21",Make A Wish (Birthday Song),7547
countdown,150,"2020-10-22",Make A Wish (Birthday Song),7547
musicbank,150,"2020-10-23",Make A Wish (Birthday Song),7547
inkigayo,31,"2020-10-25",Lovesick Girls,7390
showchampion,171,"2020-10-28",Home;Run,7590
countdown,171,"2020-10-29",Home;Run,7590
musicbank,171,"2020-10-30",Home;Run,7590
musiccore,40,"2020-10-31",Dynamite,7120
inkigayo,171,"2020-11-01",Home;Run,7590
theshow,465,"2020-11-03",Blue Hour,7727
showchampion,208,"2020-11-04",I Can't Stop Me,7726
countdown,208,"2020-11-05",I Can't Stop Me,7726
musicbank,208,"2020-11-06",I Can't Stop Me,7726
musiccore,40,"2020-11-07",Dynamite,7120
inkigayo,208,"2020-11-08",I Can't Stop Me,7726
theshow,143,"2020-11-10",Love Killa,7831
showchampion,143,"2020-11-11",Love Killa,7831
countdown,208,"2020-11-12",I Can't Stop Me,7726
musicbank,40,"2020-11-13",Dynamite,7120
musiccore,40,"2020-11-14",Dynamite,7120
inkigayo,208,"2020-11-15",I Can't Stop Me,7726
theshow,76,"2020-11-17",MAGO,7898
showchampion,76,"2020-11-18",MAGO,7898
countdown,138,"2020-11-19",Aya,7841
musicbank,40,"2020-11-20",Dynamite,7120
inkigayo,198,"2020-11-22",IDEA:理想,7899
theshow,706,"2020-11-24",Show Your Love,7970
showchampion,14,"2020-11-25",Happening,7967
musicbank,40,"2020-11-27",Dynamite,7120
musiccore,40,"2020-11-28",Life goes on,7992
inkigayo,40,"2020-11-29",Life goes on,7992
musicbank,40,"2020-12-04",Dynamite,7120
musiccore,40,"2020-12-05",Life goes on,7992
inkigayo,40,"2020-12-06",Life goes on,7992
theshow,150,"2020-12-08","90's love",8021
musicbank,40,"2020-12-11",Dynamite,7120
musiccore,40,"2020-12-12",Life goes on,7992
inkigayo,40,"2020-12-13",Life goes on,7992
theshow,337,"2020-12-15",Panorama,8237
countdown,337,"2020-12-17",Panorama,8237
musicbank,337,"2020-12-18",Panorama,8237
inkigayo,337,"2020-12-20",Panorama,8237
countdown,337,"2020-12-24",Panorama,8237
musicbank,40,"2020-12-25",Dynamite,7120
inkigayo,200,"2020-12-27",What do I call you,8271
musicbank,40,"2021-01-01",Dynamite,7120
musiccore,40,"2021-01-02",Life goes on,7992
inkigayo,208,"2021-01-03",I Can't Stop Me,7726
musicbank,40,"2021-01-08",Dynamite,7120
musiccore,40,"2021-01-09",Life goes on,7992
inkigayo,739,"2021-01-10",Shiny star,8467
countdown,751,"2021-01-14",Switch To Me,8347
musicbank,150,"2021-01-15","90's love",8021
musiccore,40,"2021-01-16",Life goes on,7992
inkigayo,707,"2021-01-17",Black Mamba,7976
showchampion,292,"2021-01-20",Hwaa,8530
countdown,292,"2021-01-21",Hwaa,8530
musicbank,292,"2021-01-22",Hwaa,8530
musiccore,292,"2021-01-23",Hwaa,8530
inkigayo,292,"2021-01-24",Hwaa,8530
theshow,292,"2021-01-26",Hwaa,8530
countdown,292,"2021-01-28",Hwaa,8530
musicbank,211,"2021-01-29",Thank U,8822
musiccore,292,"2021-01-30",Hwaa,8530
inkigayo,292,"2021-01-31",Hwaa,8530
theshow,319,"2021-02-02",Burn It,9115
showchampion,319,"2021-02-03",Burn It,9115
countdown,292,"2021-02-04",Hwaa,8530
musicbank,98,"2021-02-05",Celebrity,9194
musiccore,98,"2021-02-06",Celebrity,9194
inkigayo,98,"2021-02-07",Celebrity,9194
showchampion,98,"2021-02-10",Celebrity,9194
musicbank,98,"2021-02-12",Celebrity,9194
countdown,634,"2021-02-18",Sugar,9663
musicbank,634,"2021-02-19",Sugar,9663
musiccore,98,"2021-02-20",Celebrity,9194
inkigayo,98,"2021-02-21",Celebrity,9194
theshow,511,"2021-02-23",Paranoia,9862
showchampion,511,"2021-02-24",Paranoia,9862
countdown,511,"2021-02-25",Paranoia,9862
musicbank,40,"2021-02-26",Dynamite,7120
musiccore,511,"2021-02-27",Paranoia,9862
inkigayo,98,"2021-02-28",Celebrity,9194
theshow,464,"2021-03-02",Beautiful Beautiful,9955
showchampion,172,"2021-03-03",Don't Call Me,9944
countdown,172,"2021-03-04",Don't Call Me,9944
musicbank,40,"2021-03-05",Dynamite,7120
musiccore,172,"2021-03-06",Don't Call Me,9944
inkigayo,172,"2021-03-07",Don't Call Me,9944
theshow,463,"2021-03-09",Fireworks (I'm The One),10012
showchampion,172,"2021-03-10",Don't Call Me,9944
countdown,172,"2021-03-11",Don't Call Me,9944
musicbank,98,"2021-03-12",Celebrity,9194
musiccore,98,"2021-03-13",Celebrity,9194
inkigayo,36,"2021-03-14",Rollin',10014
theshow,36,"2021-03-16",Rollin',10014
showchampion,36,"2021-03-17",Rollin',10014
countdown,36,"2021-03-18",Rollin',10014
musicbank,36,"2021-03-19",Rollin',10014
musiccore,689,"2021-03-20",My Starry Love,10404
inkigayo,36,"2021-03-21",Rollin',10014
theshow,689,"2021-03-23",My Starry Love,10404
showchampion,872,"2021-03-24",On the Ground,10436
countdown,872,"2021-03-25",On the Ground,10436
musicbank,872,"2021-03-26",On the Ground,10436
musiccore,872,"2021-03-27",On the Ground,10436
inkigayo,872,"2021-03-28",On the Ground,10436
countdown,98,"2021-04-01",Lilac,10822
musicbank,98,"2021-04-02",Lilac,10822
inkigayo,98,"2021-04-04",Lilac,10822
theshow,218,"2021-04-06",Unnatural,11157
showchampion,98,"2021-04-07",Lilac,10822
countdown,872,"2021-04-08",On the Ground,10436
musicbank,25,"2021-04-09",Bambi,11074
inkigayo,98,"2021-04-11",Lilac,10822
theshow,20,"2021-04-13",One,11427
showchampion,20,"2021-04-14",One,11427
countdown,20,"2021-04-15",One,11427
musicbank,98,"2021-04-16",Lilac,10822
musiccore,98,"2021-04-17",Lilac,10822
inkigayo,98,"2021-04-18",Lilac,10822
theshow,511,"2021-04-20",Antidote,11848
showchampion,511,"2021-04-21",Antidote,11848
musicbank,511,"2021-04-23",Antidote,11848
musiccore,511,"2021-04-24",Antidote,11848
inkigayo,511,"2021-04-25",Antidote,11848
countdown,151,"2021-04-29",Inside Out,12092
musicbank,151,"2021-04-30",Inside Out,12092
musiccore,151,"2021-05-01",Inside Out,12092
inkigayo,151,"2021-05-02",Inside Out,12092
theshow,713,"2021-05-04",Drunk-Dazed,12467
showchampion,713,"2021-05-05",Drunk-Dazed,12467
countdown,460,"2021-05-06",Mafia in the morning,12602
musicbank,713,"2021-05-07",Drunk-Dazed,12467
musiccore,98,"2021-05-08",Lilac,10822
inkigayo,36,"2021-05-09",Rollin',10014
theshow,86,"2021-05-11",Not The End,12689
showchampion,460,"2021-05-12",Mafia in the morning,12602
countdown,460,"2021-05-13",Mafia in the morning,12602
musicbank,460,"2021-05-14",Mafia in the morning,12602
musiccore,86,"2021-05-15",Not The End,12689
inkigayo,460,"2021-05-16",Mafia in the morning,12602
theshow,152,"2021-05-18",Dun Dun Dance,13166
showchampion,149,"2021-05-19",Hot Sauce,13079
countdown,149,"2021-05-20",Hot Sauce,13079
musicbank,149,"2021-05-21",Hot Sauce,13079
musiccore,149,"2021-05-22",Hot Sauce,13079
inkigayo,149,"2021-05-23",Hot Sauce,13079
theshow,152,"2021-05-25",Dun Dun Dance,13166
showchampion,152,"2021-05-26",Dun Dun Dance,13166
countdown,149,"2021-05-27",Hot Sauce,13079
musicbank,149,"2021-05-28",Hot Sauce,13079
musiccore,40,"2021-05-29",Butter,13357
inkigayo,40,"2021-05-30",Butter,13357
theshow,467,"2021-06-01",First,13519
showchampion,40,"2021-06-02",Butter,13357
countdown,149,"2021-06-03",Hot Sauce,13079
musicbank,40,"2021-06-04",Butter,13357
musiccore,40,"2021-06-05",Butter,13357
inkigayo,40,"2021-06-06",Butter,13357
theshow,465,"2021-06-08","0x1=Lovesong (I Know I Love You)",13605
showchampion,465,"2021-06-09","0x1=Lovesong (I Know I Love You)",13605
countdown,465,"2021-06-10","0x1=Lovesong (I Know I Love You)",13605
musicbank,465,"2021-06-11","0x1=Lovesong (I Know I Love You)",13605
musiccore,40,"2021-06-12",Butter,13357
inkigayo,40,"2021-06-13",Butter,13357
theshow,461,"2021-06-15",Sneakers,14096
showchampion,40,"2021-06-16",Butter,13357
countdown,208,"2021-06-17",Alcohol-Free,14265
musicbank,61,"2021-06-18",Don’t fight the feeling,14095
musiccore,40,"2021-06-19",Butter,13357
inkigayo,208,"2021-06-20",Alcohol-Free,14265
theshow,36,"2021-06-22",Chi Mat Ba Ram,14519
showchampion,40,"2021-06-23",Butter,13357
countdown,208,"2021-06-24",Alcohol-Free,14265
musicbank,171,"2021-06-25",Ready to love,14546
musiccore,40,"2021-06-26",Butter,13357
inkigayo,208,"2021-06-27",Alcohol-Free,14265
showchampion,171,"2021-06-30",Ready to love,14546
countdown,171,"2021-07-01",Ready to love,14546
musicbank,171,"2021-07-02",Ready to love,14546
musiccore,36,"2021-07-03",Chi Mat Ba Ram,14519
inkigayo,36,"2021-07-04",Chi Mat Ba Ram,14519
theshow,316,"2021-07-06",PTT (Paint The Town),14849
countdown,149,"2021-07-08",Hello Future,14848
musicbank,149,"2021-07-09",Hello Future,14848
musiccore,149,"2021-07-10",Hello Future,14848
inkigayo,149,"2021-07-11",Hello Future,14848
theshow,276,"2021-07-13",Beam Beam,15024
showchampion,149,"2021-07-14",Hello Future,14848
countdown,149,"2021-07-15",Hello Future,14848
musicbank,40,"2021-07-16",Butter,13357
musiccore,40,"2021-07-17",Permission to Dance,15120
inkigayo,40,"2021-07-18",Permission to Dance,15120
showchampion,40,"2021-07-21",Permission to Dance,15120
musicbank,40,"2021-07-23",Permission to Dance,15120
showchampion,40,"2021-07-28",Permission to Dance,15120
countdown,276,"2021-07-29",Beam Beam,15024
musicbank,40,"2021-07-30",Permission to Dance,15120
musicbank,500,"2021-08-06",Rose,15418
inkigayo,40,"2021-08-08",Permission to Dance,15120
theshow,20,"2021-08-10",After Midnight,15569
showchampion,20,"2021-08-11",After Midnight,15569
countdown,492,"2021-08-12",Dumb Dumb,15570
musicbank,20,"2021-08-13",After Midnight,15569
musiccore,20,"2021-08-14",After Midnight,15569
inkigayo,40,"2021-08-15",Permission to Dance,15120
theshow,283,"2021-08-17",Thrill Ride,15893
showchampion,283,"2021-08-18",Thrill Ride,15893
countdown,283,"2021-08-19",Thrill Ride,15893
musicbank,283,"2021-08-20",Thrill Ride,15893
musiccore,283,"2021-08-21",Thrill Ride,15893
inkigayo,1064,"2021-08-22",Traffic light,13392
theshow,465,"2021-08-24",LO$ER=LO♡ER,16095
showchampion,465,"2021-08-25",LO$ER=LO♡ER,16095
countdown,165,"2021-08-26",Queendom,16075
musicbank,165,"2021-08-27",Queendom,16075
musiccore,165,"2021-08-28",Queendom,16075
inkigayo,165,"2021-08-29",Queendom,16075
theshow,1300,"2021-08-31",Convenience Store,16240
showchampion,288,"2021-09-01",Thunderous,16150
countdown,288,"2021-09-02",Thunderous,16150
musicbank,288,"2021-09-03",Thunderous,16150
musiccore,165,"2021-09-04",Queendom,16075
inkigayo,288,"2021-09-05",Thunderous,16150
theshow,279,"2021-09-07",Talk & Talk,16298
showchampion,288,"2021-09-08",Thunderous,16150
countdown,288,"2021-09-09",Thunderous,16150
musicbank,1064,"2021-09-10",Traffic light,13392
musiccore,165,"2021-09-11",Queendom,16075
inkigayo,165,"2021-09-12",Queendom,16075
theshow,704,"2021-09-14",Stereotype,16384
showchampion,704,"2021-09-15",Stereotype,16384
countdown,704,"2021-09-16",Stereotype,16384
musicbank,1317,"2021-09-17",Lalisa,16456
inkigayo,1064,"2021-09-19",Traffic light,13392
showchampion,463,"2021-09-22",Deja Vu,16530
countdown,148,"2021-09-23",Sticker,16603
musicbank,148,"2021-09-24",Sticker,16603
musiccore,148,"2021-09-25",Sticker,16603
inkigayo,1064,"2021-09-26",Traffic light,13392
theshow,148,"2021-09-28",Sticker,16603
showchampion,148,"2021-09-29",Sticker,16603
countdown,148,"2021-09-30",Sticker,16603
musicbank,148,"2021-10-01",Sticker,16603
musiccore,148,"2021-10-02",Sticker,16603
inkigayo,148,"2021-10-03",Sticker,16603
countdown,148,"2021-10-07",Sticker,16603
musicbank,460,"2021-10-08",LOCO,16765
musiccore,361,"2021-10-09",BAD LOVE,16819
inkigayo,460,"2021-10-10",LOCO,16765
theshow,642,"2021-10-12",WAITING,16895
showchampion,707,"2021-10-13",Savage,16896
countdown,460,"2021-10-14",LOCO,16765
musicbank,707,"2021-10-15",Savage,16896
musiccore,707,"2021-10-16",Savage,16896
inkigayo,707,"2021-10-17",Savage,16896
theshow,713,"2021-10-19",Tamed-Dashed,17001
showchampion,713,"2021-10-20",Tamed-Dashed,17001
musicbank,713,"2021-10-22",Tamed-Dashed,17001
musiccore,707,"2021-10-23",Savage,16896
inkigayo,707,"2021-10-24",Savage,16896
theshow,707,"2021-10-26",Savage,16896
countdown,171,"2021-10-28",Rock with you,17247
musicbank,171,"2021-10-29",Rock with you,17247
musiccore,98,"2021-10-30",strawberry moon,17190
inkigayo,98,"2021-10-31",strawberry moon,17190
theshow,476,"2021-11-02",Serious,17341
showchampion,171,"2021-11-03",Rock with you,17247
countdown,148,"2021-11-04",Favorite (Vampire),17312
musicbank,171,"2021-11-05",Rock With You,17247
musiccore,148,"2021-11-06",Favorite (Vampire),17312
theshow,283,"2021-11-09",MAVERICK,17398
showchampion,283,"2021-11-10",MAVERICK,17398
countdown,148,"2021-11-11",Favorite (Vampire),17312
musicbank,283,"2021-11-12",MAVERICK,17398
musiccore,283,"2021-11-13",MAVERICK,17398
inkigayo,283,"2021-11-14",MAVERICK,17398
showchampion,454,"2021-11-17",LUNA,17502
musicbank,208,"2021-11-19",SCIENTIST,17532
musiccore,98,"2021-11-20",strawberry moon,17190
inkigayo,98,"2021-11-21",strawberry moon,17190
theshow,143,"2021-11-23",Rush Hour,17629
showchampion,143,"2021-11-24",Rush Hour,17629
musicbank,143,"2021-11-26",Rush Hour,17629
musiccore,98,"2021-11-27",strawberry moon,17190
inkigayo,208,"2021-11-28",SCIENTIST,17532
theshow,143,"2021-11-30",Rush Hour,17629
showchampion,143,"2021-12-01",Rush Hour,17629
musicbank,270,"2021-12-03",Trauma,17731
musiccore,98,"2021-12-04",strawberry moon,17190
inkigayo,707,"2021-12-05",Savage,16896
showchampion,1408,"2021-12-08",Eleven,17800
musicbank,288,"2021-12-10",Christmas EveL,17774
musiccore,98,"2021-12-11",strawberry moon,17190
inkigayo,98,"2021-12-12",strawberry moon,17190
theshow,1408,"2021-12-14",Eleven,17800
showchampion,1408,"2021-12-15",Eleven,17800
musicbank,1408,"2021-12-17",Eleven,17800
musiccore,1408,"2021-12-18",Eleven,17800
musicbank,150,"2021-12-24",Universe (Let's Play Ball),17958
musicbank,150,"2022-01-07",Universe (Let's Play Ball),17958
musiccore,1408,"2022-01-08",Eleven,17800
inkigayo,1408,"2022-01-09",Eleven,17800
countdown,1434,"2022-01-13",Wa Da Da,18344
musicbank,1434,"2022-01-14",Wa Da Da,18344
musiccore,1408,"2022-01-15",Eleven,17800
inkigayo,1408,"2022-01-16",Eleven,17800
showchampion,713,"2022-01-19",Blessed-Cursed,18422
countdown,1434,"2022-01-20",Wa Da Da,18344
musicbank,713,"2022-01-21",Blessed-Cursed,18422
musiccore,1408,"2022-01-22",Eleven,17800
inkigayo,1408,"2022-01-23",Eleven,17800
theshow,279,"2022-01-25",DM,18515
showchampion,279,"2022-01-26",DM,18515
countdown,289,"2022-01-27",Make Me Happy,18512
musicbank,98,"2022-01-28",Winter Sleep,18317
inkigayo,1451,"2022-01-30",Step Back,18320
countdown,1451,"2022-02-03",Step Back,18320
musicbank,280,"2022-02-04",Feelin' Like,18626
countdown,1462,"2022-02-10",SMILEY,18516
musicbank,1408,"2022-02-11",Eleven,17800
showchampion,1470,"2022-02-16",BOP BOP!,18763
countdown,1470,"2022-02-17",BOP BOP!,18763
musicbank,1408,"2022-02-18",Eleven,17800
inkigayo,1451,"2022-02-20",Step Back,18320
theshow,18,"2022-02-22",Dilemma,18896
showchampion,610,"2022-02-23",JIKJIN,18906
countdown,200,"2022-02-24",INVU,18894
musicbank,610,"2022-02-25",JIKJIN,18906
musiccore,200,"2022-02-26",INVU,18894
inkigayo,200,"2022-02-27",INVU,18894
theshow,704,"2022-03-01",RUN2U,18958
showchampion,38,"2022-03-02",The Song,18959
countdown,38,"2022-03-03",The Song,18959
musicbank,704,"2022-03-04",RUN2U,18958
musiccore,200,"2022-03-05",INVU,18894
inkigayo,200,"2022-03-06",INVU,18894
theshow,704,"2022-03-08",RUN2U,18958
showchampion,704,"2022-03-09",RUN2U,18958
countdown,704,"2022-03-10",RUN2U,18958
musicbank,704,"2022-03-11",RUN2U,18958
musiccore,200,"2022-03-12",INVU,18894
inkigayo,200,"2022-03-13",INVU,18894
countdown,704,"2022-03-17",RUN2U,18958
musicbank,634,"2022-03-18",Switch,19233
musiccore,200,"2022-03-19",INVU,18894
inkigayo,1467,"2022-03-20",DrunKen Confession,18602
theshow,292,"2022-03-22",TOMBOY,19300
showchampion,292,"2022-03-23",TOMBOY,19300
countdown,292,"2022-03-24",TOMBOY,19300
musicbank,288,"2022-03-25",MANIAC,19426
musiccore,292,"2022-03-26",TOMBOY,19300
inkigayo,292,"2022-03-27",TOMBOY,19300
theshow,86,"2022-03-29",DAYDREAM,19448
showchampion,288,"2022-03-30",MANIAC,19426
countdown,292,"2022-03-31",TOMBOY,19300
musicbank,165,"2022-04-01",Feel My Rhythm,19451
inkigayo,292,"2022-04-03",TOMBOY,19300
theshow,152,"2022-04-05",Real Love,19563
showchampion,149,"2022-04-06",Glitch Mode,19564
countdown,149,"2022-04-07",Glitch Mode,19564
musicbank,149,"2022-04-08",Glitch Mode,19564
musiccore,149,"2022-04-09",Glitch Mode,19564
inkigayo,149,"2022-04-10",Glitch Mode,19564
theshow,1408,"2022-04-12",LOVE DIVE,19698
showchampion,1408,"2022-04-13",LOVE DIVE,19698
countdown,28,"2022-04-14",Still Life,19651
musicbank,1408,"2022-04-15",LOVE DIVE,19698
inkigayo,28,"2022-04-17",Still Life,19651
theshow,1408,"2022-04-19",LOVE DIVE,19698
showchampion,56,"2022-04-20",MAISON,19782
countdown,28,"2022-04-21",Still Life,19651
musicbank,1408,"2022-04-22",LOVE DIVE,19698
musiccore,28,"2022-04-23",Still Life,19651
inkigayo,28,"2022-04-24",Still Life,19651
theshow,56,"2022-04-26",MAISON,19782
countdown,28,"2022-04-28",Still Life,19651
musicbank,1408,"2022-04-29",LOVE DIVE,19698
musiccore,28,"2022-04-30",Still Life,19651
inkigayo,28,"2022-05-01",Still Life,19651
theshow,1399,"2022-05-03",Drive,20043
showchampion,143,"2022-05-04",LOVE,20033
countdown,1408,"2022-05-05",LOVE DIVE,19698
musicbank,143,"2022-05-06",LOVE,20033
musiccore,28,"2022-05-07",Still Life,19651
inkigayo,1408,"2022-05-08",LOVE DIVE,19698
theshow,2703,"2022-05-10",FEARLESS,20185
showchampion,158,"2022-05-11",That That,20157
countdown,689,"2022-05-12",If We Ever Meet Again,20193
musicbank,2703,"2022-05-13",FEARLESS,20185
musiccore,689,"2022-05-14",If We Ever Meet Again,20193
inkigayo,158,"2022-05-15",That That,20157
theshow,2703,"2022-05-17",FEARLESS,20185
showchampion,158,"2022-05-18",That That,20157
countdown,158,"2022-05-19",That That,20157
musicbank,465,"2022-05-20",Good Boy Gone Bad,20243
musiccore,158,"2022-05-21",That That,20157
inkigayo,158,"2022-05-22",That That,20157
theshow,20,"2022-05-24",Candy Sugar Pop,20362
showchampion,20,"2022-05-25",Candy Sugar Pop,20362
countdown,20,"2022-05-26",Candy Sugar Pop,20362
musicbank,20,"2022-05-27",Candy Sugar Pop,20362
inkigayo,158,"2022-05-29",That That,20157
showchampion,2703,"2022-06-01",FEARLESS,20185
countdown,171,"2022-06-02",HOT,20578
musicbank,171,"2022-06-03",HOT,20578
musiccore,511,"2022-06-04",Upside Down,20511
inkigayo,292,"2022-06-05",TOMBOY,19300
theshow,1349,"2022-06-07",Love Shhh!,20678
showchampion,149,"2022-06-08",Beatbox,20621
countdown,149,"2022-06-09",Beatbox,20621
musicbank,149,"2022-06-10",Beatbox,20621
musiccore,149,"2022-06-11",Beatbox,20621
inkigayo,149,"2022-06-12",Beatbox,20621
showchampion,40,"2022-06-15",Yet To Come,20754
countdown,40,"2022-06-16",Yet To Come,20754
musicbank,40,"2022-06-17",Yet To Come,20754
inkigayo,40,"2022-06-19",Yet To Come,20754
countdown,40,"2022-06-23",Yet To Come,20754
musicbank,40,"2022-06-24",Yet To Come,20754
musiccore,40,"2022-06-25",Yet To Come,20754
inkigayo,40,"2022-06-26",Yet To Come,20754
theshow,316,"2022-06-28",Flip That,20876
showchampion,316,"2022-06-29",Flip That,20876
countdown,40,"2022-06-30",Yet To Come,20754
musicbank,1434,"2022-07-01",Up!,20877
musiccore,689,"2022-07-02",If We Ever Meet Again,20193
inkigayo,1408,"2022-07-03",LOVE DIVE,19698
theshow,279,"2022-07-05",Stay This Way,20947
showchampion,279,"2022-07-06",Stay This Way,20947
countdown,279,"2022-07-07",Stay This Way,20947
musicbank,279,"2022-07-08",Stay This Way,20947
musiccore,279,"2022-07-09",Stay This Way,20947
inkigayo,1545,"2022-07-10",POP!,20917
theshow,713,"2022-07-12",Future Perfect (Pass the MIC),21062
showchampion,713,"2022-07-13",Future Perfect (Pass the MIC),21062
countdown,1545,"2022-07-14",POP!,20917
musicbank,713,"2022-07-15",Future Perfect (Pass the MIC),21062
musiccore,1545,"2022-07-16",POP!,20917
inkigayo,1408,"2022-07-17",LOVE DIVE,19698
theshow,312,"2022-07-19",Sparkling,21145
showchampion,707,"2022-07-20",Girls,21123
countdown,707,"2022-07-21",Girls,21123
musicbank,460,"2022-07-22",Sneakers,21194
musiccore,4099,"2022-07-23",At That Moment,27394
inkigayo,1545,"2022-07-24",POP!,20917
theshow,704,"2022-07-26",Beautiful Monster,21250
showchampion,171,"2022-07-27",_WORLD,21241
countdown,171,"2022-07-28",_WORLD,21241
musicbank,171,"2022-07-29",_WORLD,21241
inkigayo,171,"2022-07-31",_WORLD,21241
theshow,463,"2022-08-02",Guerrilla,21430
showchampion,463,"2022-08-03",Guerrilla,21430
countdown,171,"2022-08-04",_WORLD,21241
musicbank,463,"2022-08-05",Guerrilla,21430
musiccore,4099,"2022-08-06",At That Moment,27394
inkigayo,1545,"2022-08-07",POP!,20917
theshow,463,"2022-08-09",Guerrilla,21430
showchampion,463,"2022-08-10",Guerrilla,21430
countdown,460,"2022-08-11",Sneakers,21194
musicbank,463,"2022-08-12",Guerrilla,21430
inkigayo,460,"2022-08-14",Sneakers,21194
countdown,3457,"2022-08-18",Attention,21280
musicbank,3457,"2022-08-19",Attention,21280
musiccore,3457,"2022-08-20",Attention,21280
inkigayo,3457,"2022-08-21",Attention,21280
showchampion,31,"2022-08-24",Pink Venom,21738
countdown,31,"2022-08-25",Pink Venom,21738
musicbank,283,"2022-08-26",Whisper,21656
musiccore,283,"2022-08-27",Whisper,21656
inkigayo,3457,"2022-08-28",Attention,21280
theshow,1408,"2022-08-30",After LIKE,21747
showchampion,1408,"2022-08-31",After LIKE,21747
countdown,31,"2022-09-01",Pink Venom,21738
musicbank,1408,"2022-09-02",After LIKE,21747
musiccore,1408,"2022-09-03",After LIKE,21747
inkigayo,31,"2022-09-04",Pink Venom,21738
theshow,1408,"2022-09-06",After LIKE,21747
showchampion,1408,"2022-09-07",After LIKE,21747
countdown,31,"2022-09-08",Pink Venom,21738
musicbank,1408,"2022-09-09",After LIKE,21747
theshow,454,"2022-09-13",Same Scent,21963
showchampion,454,"2022-09-14",Same Scent,21963
countdown,1408,"2022-09-15",After LIKE,21747
musicbank,454,"2022-09-16",Same Scent,21963
musiccore,1408,"2022-09-17",After LIKE,21747
inkigayo,31,"2022-09-18",Pink Venom,21738
theshow,454,"2022-09-20",Same Scent,21963
