"data","ranklist"
"2022-02-19","[[""7618"",""Coldplay + BTS"",""My Universe"",30,171],[""40"",""BTS"",""Butter"",47,154],[""40"",""BTS"",""Dynamite"",58,143],[1434,""Kep1er"",""Wa Da Da"",99,102],[1317,""Lisa"",""Money"",107,92],[1451,""GOT the beat"",""Step Back"",116,85],[1408,""IVE"",""Eleven"",120,81],[""208"",""Twice"",""The Feels"",130,71],[""40"",""BTS"",""Permission To Dance"",139,62]]"
"2022-02-26","[[1495,""Jungkook"",""Stay Alive"",13,188],[""7618"",""Coldplay + BTS"",""My Universe"",32,169],[""40"",""BTS"",""Butter"",49,152],[""40"",""BTS"",""Dynamite"",62,139],[1434,""Kep1er"",""Wa Da Da"",119,82],[1317,""Lisa"",""Money"",130,69],[""40"",""BTS"",""Permission To Dance"",139,62],[1408,""IVE"",""Eleven"",145,56],[1451,""GOT the beat"",""Step Back"",164,37],[""208"",""Twice"",""The Feels"",179,22]]"
"2022-03-05","[[""7618"",""Coldplay + BTS"",""My Universe"",29,172],[""40"",""BTS"",""Butter"",50,151],[""40"",""BTS"",""Dynamite"",58,143],[1495,""Jungkook"",""Stay Alive"",98,103],[610,""Treasure"",""JIKJIN"",110,91],[1434,""Kep1er"",""Wa Da Da"",124,77],[1317,""Lisa"",""Money"",127,72],[""40"",""BTS"",""Permission To Dance"",147,54],[""208"",""Twice"",""The Feels"",167,34],[1408,""IVE"",""Eleven"",173,28]]"
"2022-03-12","[[""7618"",""Coldplay + BTS"",""My Universe"",29,172],[""40"",""BTS"",""Butter"",47,154],[""40"",""BTS"",""Dynamite"",55,146],[1434,""Kep1er"",""Wa Da Da"",128,73],[1317,""Lisa"",""Money"",134,65],[""40"",""BTS"",""Permission To Dance"",143,58],[""208"",""Twice"",""The Feels"",167,34],[1408,""IVE"",""Eleven"",175,26]]"
"2022-03-19","[[""7618"",""Coldplay + BTS"",""My Universe"",36,165],[""40"",""BTS"",""Butter"",40,161],[""40"",""BTS"",""Dynamite"",56,145],[1434,""Kep1er"",""Wa Da Da"",142,59],[1317,""Lisa"",""Money"",143,56],[""40"",""BTS"",""Permission To Dance"",146,55],[1494,""Nmixx"",""O.O"",162,39],[610,""Treasure"",""DARARI"",169,32],[1408,""IVE"",""Eleven"",193,8]]"
"2022-03-26","[[""7618"",""Coldplay + BTS"",""My Universe"",37,164],[""40"",""BTS"",""Butter"",45,156],[""40"",""BTS"",""Dynamite"",47,154],[""40"",""BTS"",""Permission To Dance"",132,69],[1494,""Nmixx"",""O.O"",138,63],[1317,""Lisa"",""Money"",163,36],[1434,""Kep1er"",""Wa Da Da"",187,14]]"
"2022-04-02","[[288,""Stray Kids"",""Maniac"",21,180],[""7618"",""Coldplay + BTS"",""My Universe"",34,167],[""40"",""BTS"",""Butter"",36,165],[""40"",""BTS"",""Dynamite"",52,149],[292,""(G)I-dle"",""Tomboy"",58,143],[165,""Red Velvet"",""Feel My Rhythm"",61,140],[1494,""Nmixx"",""O.O"",148,53],[""40"",""BTS"",""Permission To Dance"",155,46],[1317,""Lisa"",""Money"",179,20]]"
"2022-04-09","[[""7618"",""Coldplay + BTS"",""My Universe"",33,168],[165,""Red Velvet"",""Feel My Rhythm"",36,165],[""40"",""BTS"",""Butter"",44,157],[""40"",""BTS"",""Dynamite"",59,142],[292,""(G)I-dle"",""Tomboy"",71,130],[288,""Stray Kids"",""Maniac"",91,110],[1494,""Nmixx"",""O.O"",157,44],[""40"",""BTS"",""Permission To Dance"",167,34],[1317,""Lisa"",""Money"",194,5]]"
"2022-04-16","[[28,""BIGBANG"",""Still Life"",9,192],[""7618"",""Coldplay + BTS"",""My Universe"",38,163],[""40"",""BTS"",""Butter"",39,162],[""40"",""BTS"",""Dynamite"",53,148],[165,""Red Velvet"",""Feel My Rhythm"",68,133],[292,""(G)I-dle"",""Tomboy"",77,124],[288,""Stray Kids"",""Maniac"",124,77],[""40"",""BTS"",""Permission To Dance"",152,49],[1408,""IVE"",""Love Dive"",177,24],[1494,""Nmixx"",""O.O"",178,23]]"
"2022-04-23","[[1408,""IVE"",""Love Dive"",15,186],[28,""BIGBANG"",""Still Life"",32,169],[""7618"",""Coldplay + BTS"",""My Universe"",42,159],[""40"",""BTS"",""Butter"",45,156],[""40"",""BTS"",""Dynamite"",57,144],[292,""(G)I-dle"",""Tomboy"",86,115],[165,""Red Velvet"",""Feel My Rhythm"",95,106],[""40"",""BTS"",""Permission To Dance"",156,45],[288,""Stray Kids"",""Maniac"",173,28]]"
"2022-04-30","[[1408,""IVE"",""Love Dive"",19,182],[""7618"",""Coldplay + BTS"",""My Universe"",42,159],[""40"",""BTS"",""Butter"",44,157],[""40"",""BTS"",""Dynamite"",50,151],[171,""Seventeen"",""Darl+ing"",78,123],[28,""BIGBANG"",""Still Life"",79,122],[292,""(G)I-dle"",""Tomboy"",97,104],[165,""Red Velvet"",""Feel My Rhythm"",134,67],[""40"",""BTS"",""Permission To Dance"",160,41],[288,""Stray Kids"",""Maniac"",194,7]]"
"2022-05-07","[[""2650"",""Jimin + Ha Sungwoon"",""With You"",19,182],[1408,""IVE"",""Love Dive"",29,172],[""40"",""BTS"",""Butter"",37,164],[""7618"",""Coldplay + BTS"",""My Universe"",47,154],[""40"",""BTS"",""Dynamite"",53,148],[292,""(G)I-dle"",""Tomboy"",140,61],[256,""Jessi"",""ZOOM"",163,38],[""40"",""BTS"",""Permission To Dance"",176,25],[28,""BIGBANG"",""Still Life"",186,15]]"
"2022-05-14","[[""158"",""PSY"",""That That"",5,196],[""40"",""BTS"",""Butter"",51,150],[1408,""IVE"",""Love Dive"",53,148],[""7618"",""Coldplay + BTS"",""My Universe"",62,139],[""40"",""BTS"",""Dynamite"",65,136],[256,""Jessi"",""ZOOM"",93,108],[""2650"",""Jimin + Ha Sungwoon"",""With You"",109,92],[2703,""LE SSERAFIM"",""Fearless"",155,46],[292,""(G)I-dle"",""Tomboy"",183,18],[""40"",""BTS"",""Permission To Dance"",186,15]]"
"2022-05-21","[[""158"",""PSY"",""That That"",42,159],[2703,""LE SSERAFIM"",""Fearless"",69,132],[1408,""IVE"",""Love Dive"",71,130],[""40"",""BTS"",""Butter"",75,126],[""7618"",""Coldplay + BTS"",""My Universe"",80,121],[""40"",""BTS"",""Dynamite"",84,117],[256,""Jessi"",""ZOOM"",115,86],[""465"",""TXT"",""Good Boy Gone Bad"",186,15]]"
"2022-05-28","[[""158"",""PSY"",""That That"",66,135],[1408,""IVE"",""Love Dive"",87,114],[""40"",""BTS"",""Butter"",90,111],[2703,""LE SSERAFIM"",""Fearless"",97,104],[""7618"",""Coldplay + BTS"",""My Universe"",100,101],[""40"",""BTS"",""Dynamite"",103,98],[256,""Jessi"",""ZOOM"",157,44]]"
"2022-06-04","[[""158"",""PSY"",""That That"",74,127],[""40"",""BTS"",""Butter"",83,118],[1408,""IVE"",""Love Dive"",87,114],[2703,""LE SSERAFIM"",""Fearless"",93,108],[""7618"",""Coldplay + BTS"",""My Universe"",96,105],[""40"",""BTS"",""Dynamite"",99,102]]"
"2022-06-11","[[""40"",""BTS"",""Butter"",81,120],[""158"",""PSY"",""That That"",85,116],[""40"",""BTS"",""Dynamite"",87,114],[171,""Seventeen"",""Hot"",91,110],[""7618"",""Coldplay + BTS"",""My Universe"",99,102],[1408,""IVE"",""Love Dive"",103,98],[2703,""LE SSERAFIM"",""Fearless"",105,96]]"
"2022-06-18","[[""40"",""BTS"",""Butter"",80,121],[""40"",""BTS"",""Dynamite"",85,116],[""7618"",""Coldplay + BTS"",""My Universe"",98,103],[""158"",""PSY"",""That That"",111,90],[1408,""IVE"",""Love Dive"",115,86],[2703,""LE SSERAFIM"",""Fearless"",121,80],[171,""Seventeen"",""Hot"",187,14]]"
"2022-06-25","[[""40"",""BTS"",""Yet To Come"",2,300],[""40"",""BTS"",""Run BTS"",12,189],[""40"",""BTS"",""For Youth"",30,171],[""40"",""BTS"",""Born Singer"",36,165],[""40"",""BTS"",""Butter"",49,152],[""40"",""BTS"",""Dynamite"",52,149],[""7618"",""Coldplay + BTS"",""My Universe"",84,117],[""158"",""PSY"",""That That"",113,88],[1408,""IVE"",""Love Dive"",126,75],[2703,""LE SSERAFIM"",""Fearless"",160,41]]"
"2022-07-02","[[""40"",""BTS"",""Yet To Come"",20,181],[""40"",""BTS"",""Run BTS"",65,136],[""40"",""BTS"",""Dynamite"",73,128],[""40"",""BTS"",""Butter"",85,116],[""7618"",""Coldplay + BTS"",""My Universe"",120,81],[1408,""IVE"",""Love Dive"",132,69],[""158"",""PSY"",""That That"",142,59],[""40"",""BTS"",""For Youth"",182,19],[2703,""LE SSERAFIM"",""Fearless"",200,1]]"
"2022-07-09","[[1545,""Nayeon"",""POP!"",30,171],[""40"",""BTS"",""Yet To Come"",34,167],[""40"",""BTS"",""Dynamite"",72,129],[""40"",""BTS"",""Butter"",85,116],[""40"",""BTS"",""Run BTS"",96,105],[1408,""IVE"",""Love Dive"",107,94],[""7618"",""Coldplay + BTS"",""My Universe"",118,83],[""158"",""PSY"",""That That"",169,32],[""707"",""Aespa"",""Life&#039;s Too Short"",184,17]]"
"2022-07-16","[[394,""J-Hope"",""More"",15,186],[1545,""Nayeon"",""POP!"",38,163],[""40"",""BTS"",""Yet To Come"",44,157],[""40"",""BTS"",""Dynamite"",76,125],[""40"",""BTS"",""Butter"",92,109],[1408,""IVE"",""Love Dive"",101,100],[""7618"",""Coldplay + BTS"",""My Universe"",109,92],[""40"",""BTS"",""Run BTS"",161,40],[""158"",""PSY"",""That That"",189,12]]"
"2022-07-23","[[1545,""Nayeon"",""POP!"",36,165],[""707"",""Aespa"",""Girls"",42,159],[""40"",""BTS"",""Yet To Come"",88,113],[""40"",""BTS"",""Dynamite"",94,107],[""40"",""BTS"",""Butter"",114,87],[""7618"",""Coldplay + BTS"",""My Universe"",123,78],[1408,""IVE"",""Love Dive"",141,60],[394,""J-Hope"",""More"",164,37]]"
"2022-07-30","[[394,""J-Hope"",""Arson"",38,163],[1545,""Nayeon"",""POP!"",41,160],[460,""ITZY"",""Sneakers"",71,130],[394,""J-Hope"",""More"",80,121],[""40"",""BTS"",""Dynamite"",95,106],[""707"",""Aespa"",""Girls"",110,91],[""40"",""BTS"",""Butter"",129,72],[""7618"",""Coldplay + BTS"",""My Universe"",131,70],[""40"",""BTS"",""Yet To Come"",133,68],[1408,""IVE"",""Love Dive"",157,44]]"
"2022-08-06","[[1545,""Nayeon"",""POP!"",43,158],[""40"",""BTS"",""Dynamite"",94,107],[""40"",""BTS"",""Butter"",126,75],[""7618"",""Coldplay + BTS"",""My Universe"",139,62],[460,""ITZY"",""Sneakers"",151,50],[1408,""IVE"",""Love Dive"",155,46],[""707"",""Aespa"",""Girls"",176,25]]"
"2022-08-13","[[1545,""Nayeon"",""POP!"",63,138],[""40"",""BTS"",""Dynamite"",100,101],[""40"",""BTS"",""Butter"",149,52],[""7618"",""Coldplay + BTS"",""My Universe"",162,39],[460,""ITZY"",""Sneakers"",172,29],[1408,""IVE"",""Love Dive"",190,11],[""31"",""Blackpink"",""Ready For Love"",196,5]]"
"2022-08-20","[[1545,""Nayeon"",""POP!"",65,136],[""78"",""Girls' Generation"",""Forever 1"",67,134],[3457,""NewJeans"",""Attention"",82,119],[""40"",""BTS"",""Dynamite"",85,116],[3457,""NewJeans"",""Hype Boy"",116,85],[""40"",""BTS"",""Butter"",140,61],[""7618"",""Coldplay + BTS"",""My Universe"",165,36],[1408,""IVE"",""Love Dive"",199,2]]"
"2022-08-27","[[3457,""NewJeans"",""Attention"",56,145],[3457,""NewJeans"",""Hype Boy"",59,142],[1545,""Nayeon"",""POP!"",86,115],[""40"",""BTS"",""Dynamite"",106,95],[""7618"",""Coldplay + BTS"",""My Universe"",156,45],[""40"",""BTS"",""Butter"",161,40],[1408,""IVE"",""Love Dive"",200,1]]"
"2022-09-03","[[""31"",""Blackpink"",""Pink Venom"",1,400],[""40"",""BTS"",""Dynamite"",39,162],[1408,""IVE"",""After Like"",48,153],[3457,""NewJeans"",""Hype Boy"",52,149],[3457,""NewJeans"",""Attention"",54,147],[1545,""Nayeon"",""POP!"",92,109],[""78"",""Girls' Generation"",""Forever 1"",120,81],[""7618"",""Coldplay + BTS"",""My Universe"",126,75],[""40"",""BTS"",""Butter"",132,69],[1408,""IVE"",""Love Dive"",162,39]]"
"2022-09-10","[[""31"",""Blackpink"",""Pink Venom"",1,400],[""208"",""Twice"",""Talk That Talk"",18,183],[1408,""IVE"",""After Like"",20,181],[3457,""NewJeans"",""Hype Boy"",55,146],[3457,""NewJeans"",""Attention"",58,143],[1545,""Nayeon"",""POP!"",108,93],[""40"",""BTS"",""Dynamite"",114,87],[""78"",""Girls' Generation"",""Forever 1"",138,63],[""7618"",""Coldplay + BTS"",""My Universe"",142,59],[1408,""IVE"",""Love Dive"",164,37],[""40"",""BTS"",""Butter"",172,29]]"
"2022-09-17","[[""31"",""Blackpink"",""Pink Venom"",2,300],[1408,""IVE"",""After Like"",27,174],[""208"",""Twice"",""Talk That Talk"",34,167],[3457,""NewJeans"",""Hype Boy"",56,145],[3457,""NewJeans"",""Attention"",62,139],[1545,""Nayeon"",""POP!"",115,86],[""40"",""BTS"",""Dynamite"",119,82],[""7618"",""Coldplay + BTS"",""My Universe"",165,36],[1408,""IVE"",""Love Dive"",170,31],[""40"",""BTS"",""Butter"",195,6]]"
"2022-09-24","[[""31"",""Blackpink"",""Pink Venom"",4,197],[1408,""IVE"",""After Like"",35,166],[""208"",""Twice"",""Talk That Talk"",40,161],[3457,""NewJeans"",""Hype Boy"",59,142],[3457,""NewJeans"",""Attention"",74,127],[""40"",""BTS"",""Dynamite"",124,77],[""7618"",""Coldplay + BTS"",""My Universe"",132,69],[1545,""Nayeon"",""POP!"",144,57],[1408,""IVE"",""Love Dive"",186,15],[""40"",""BTS"",""Butter"",196,5]]"
"2022-10-01","[[""31"",""Blackpink"",""Shut Down"",1,400],[""31"",""Blackpink"",""Pink Venom"",2,300],[""31"",""Blackpink"",""Typa Girl"",16,185],[""31"",""Blackpink"",""Hard To Love"",27,174],[""31"",""Blackpink"",""The Happiest Girl"",34,167],[""31"",""Blackpink"",""Yeah Yeah Yeah"",43,158],[1408,""IVE"",""After Like"",47,154],[""31"",""Blackpink"",""Tally"",52,149],[""208"",""Twice"",""Talk That Talk"",58,143],[""31"",""Blackpink"",""Ready For Love"",60,141],[3457,""NewJeans"",""Hype Boy"",71,130],[3457,""NewJeans"",""Attention"",97,104],[""40"",""BTS"",""Dynamite"",133,68],[""7618"",""Coldplay + BTS"",""My Universe"",146,55],[""40"",""BTS"",""Butter"",160,41],[1545,""Nayeon"",""POP!"",198,3]]"
"2022-10-08","[[""31"",""Blackpink"",""Shut Down"",4,197],[""31"",""Blackpink"",""Pink Venom"",10,191],[1408,""IVE"",""After Like"",54,147],[""208"",""Twice"",""Talk That Talk"",64,137],[3457,""NewJeans"",""Hype Boy"",67,134],[""31"",""Blackpink"",""Typa Girl"",75,126],[3457,""NewJeans"",""Attention"",110,91],[""40"",""BTS"",""Dynamite"",135,66],[""40"",""BTS"",""Yet To Come"",148,53],[""7618"",""Coldplay + BTS"",""My Universe"",150,51],[1494,""Nmixx"",""Dice"",155,46],[""31"",""Blackpink"",""Hard To Love"",156,45],[""40"",""BTS"",""Butter"",175,26]]"
"2022-10-15","[[""31"",""Blackpink"",""Shut Down"",9,192],[""31"",""Blackpink"",""Pink Venom"",14,187],[1408,""IVE"",""After Like"",58,143],[3457,""NewJeans"",""Hype Boy"",74,127],[""208"",""Twice"",""Talk That Talk"",75,126],[3457,""NewJeans"",""Attention"",121,80],[""40"",""BTS"",""Dynamite"",134,67],[""31"",""Blackpink"",""Typa Girl"",144,57],[""40"",""BTS"",""Butter"",146,55],[""7618"",""Coldplay + BTS"",""My Universe"",172,29],[1494,""Nmixx"",""Dice"",193,8]]"
"2022-10-22","[[""31"",""Blackpink"",""Shut Down"",13,188],[""31"",""Blackpink"",""Pink Venom"",18,183],[288,""Stray Kids"",""Case 143"",59,142],[1408,""IVE"",""After Like"",68,133],[3457,""NewJeans"",""Hype Boy"",79,122],[""208"",""Twice"",""Talk That Talk"",95,106],[""40"",""BTS"",""Dynamite"",138,63],[""40"",""BTS"",""Butter"",141,60],[3457,""NewJeans"",""Attention"",148,53],[""7618"",""Coldplay + BTS"",""My Universe"",192,9]]"
"2022-10-29","[[""31"",""Blackpink"",""Shut Down"",18,183],[""31"",""Blackpink"",""Pink Venom"",27,174],[2703,""LE SSERAFIM"",""Antifragile"",79,122],[3457,""NewJeans"",""Hype Boy"",93,108],[1408,""IVE"",""After Like"",98,103],[""208"",""Twice"",""Talk That Talk"",133,68],[288,""Stray Kids"",""Case 143"",137,64],[""40"",""BTS"",""Dynamite"",142,59],[""7618"",""Coldplay + BTS"",""My Universe"",192,9]]"
"2022-11-05","[[2703,""LE SSERAFIM"",""Antifragile"",38,163],[""31"",""Blackpink"",""Shut Down"",40,161],[292,""(G)I-dle"",""Nxde"",50,151],[""31"",""Blackpink"",""Pink Venom"",53,148],[3457,""NewJeans"",""Hype Boy"",105,96],[1408,""IVE"",""After Like"",116,85],[""208"",""Twice"",""Talk That Talk"",167,34],[""40"",""BTS"",""Dynamite"",175,26]]"
"2022-11-12","[[1421,""Jin"",""Astronaut"",10,189],[2703,""LE SSERAFIM"",""Antifragile"",44,157],[""31"",""Blackpink"",""Shut Down"",46,155],[""31"",""Blackpink"",""Pink Venom"",61,140],[292,""(G)I-dle"",""Nxde"",71,130],[3457,""NewJeans"",""Hype Boy"",105,96],[1408,""IVE"",""After Like"",126,75],[""7618"",""Coldplay + BTS"",""My Universe"",166,35],[""40"",""BTS"",""Dynamite"",184,17],[""208"",""Twice"",""Talk That Talk"",195,6]]"
"2022-11-19","[[2703,""LE SSERAFIM"",""Antifragile"",58,143],[""31"",""Blackpink"",""Shut Down"",66,135],[""31"",""Blackpink"",""Pink Venom"",81,120],[292,""(G)I-dle"",""Nxde"",95,106],[1421,""Jin"",""Astronaut"",101,98],[3457,""NewJeans"",""Hype Boy"",122,79],[1408,""IVE"",""After Like"",157,44],[""7618"",""Coldplay + BTS"",""My Universe"",199,2]]"
"2022-11-26","[[2703,""LE SSERAFIM"",""Antifragile"",50,151],[""31"",""Blackpink"",""Shut Down"",59,142],[""31"",""Blackpink"",""Pink Venom"",79,122],[292,""(G)I-dle"",""Nxde"",107,94],[3457,""NewJeans"",""Hype Boy"",126,75],[""40"",""BTS"",""Run BTS"",135,66],[1421,""Jin"",""Astronaut"",139,60],[1408,""IVE"",""After Like"",172,29]]"
"2022-12-03","[[1495,""Jungkook"",""Dreamers (Music From The FIFA World Cup Qatar 2022)"",9,192],[2703,""LE SSERAFIM"",""Antifragile"",51,150],[""31"",""Blackpink"",""Shut Down"",67,134],[""31"",""Blackpink"",""Pink Venom"",86,115],[3457,""NewJeans"",""Hype Boy"",140,61],[292,""(G)I-dle"",""Nxde"",143,58],[""40"",""BTS"",""Run BTS"",155,46],[1408,""IVE"",""After Like"",175,26],[1421,""Jin"",""Astronaut"",183,16]]"
"2022-12-10","[[1495,""Jungkook"",""Dreamers (Music From The FIFA World Cup Qatar 2022)"",13,188],[2703,""LE SSERAFIM"",""Antifragile"",53,148],[""31"",""Blackpink"",""Shut Down"",75,126],[""31"",""Blackpink"",""Pink Venom"",98,103],[3457,""NewJeans"",""Hype Boy"",136,65],[292,""(G)I-dle"",""Nxde"",166,35],[1408,""IVE"",""After Like"",197,4]]"
"2022-12-17","[[1495,""Jungkook"",""Dreamers (Music From The FIFA World Cup Qatar 2022)"",37,164],[2703,""LE SSERAFIM"",""Antifragile"",85,116],[""31"",""Blackpink"",""Shut Down"",117,84],[""31"",""Blackpink"",""Pink Venom"",129,72],[3457,""NewJeans"",""Hype Boy"",147,54]]"
"2022-12-24","[[1495,""Jungkook"",""Dreamers (Music From The FIFA World Cup Qatar 2022)"",73,128],[2703,""LE SSERAFIM"",""Antifragile"",100,101],[""31"",""Blackpink"",""Shut Down"",140,61],[3457,""NewJeans"",""Hype Boy"",156,45],[""31"",""Blackpink"",""Pink Venom"",158,43]]"
"2022-12-31","[[3457,""NewJeans"",""Ditto"",36,165],[1495,""Jungkook"",""Dreamers (Music From The FIFA World Cup Qatar 2022)"",80,121],[2703,""LE SSERAFIM"",""Antifragile"",94,107],[3457,""NewJeans"",""Hype Boy"",131,70],[""31"",""Blackpink"",""Shut Down"",145,56],[""31"",""Blackpink"",""Pink Venom"",163,38],[149,""NCT DREAM"",""Candy"",198,3]]"
"2023-01-07","[[3457,""NewJeans"",""Ditto"",26,175],[2703,""LE SSERAFIM"",""Antifragile"",107,94],[1495,""Jungkook"",""Dreamers (Music From The FIFA World Cup Qatar 2022)"",120,81],[3457,""NewJeans"",""Hype Boy"",121,80],[""31"",""Blackpink"",""Shut Down"",149,52],[""31"",""Blackpink"",""Pink Venom"",162,39]]"
"2023-01-14","[[3457,""NewJeans"",""Ditto"",8,193],[3457,""NewJeans"",""OMG"",30,171],[2703,""LE SSERAFIM"",""Antifragile"",53,148],[3457,""NewJeans"",""Hype Boy"",59,142],[""31"",""Blackpink"",""Shut Down"",95,106],[1495,""Jungkook"",""Dreamers (Music From The FIFA World Cup Qatar 2022)"",106,95],[""31"",""Blackpink"",""Pink Venom"",110,91],[1408,""IVE"",""After Like"",172,29],[3457,""NewJeans"",""Attention"",193,8]]"
"2023-01-21","[[3457,""NewJeans"",""Ditto"",9,192],[3457,""NewJeans"",""OMG"",10,191],[2703,""LE SSERAFIM"",""Antifragile"",55,146],[3457,""NewJeans"",""Hype Boy"",56,145],[""31"",""Blackpink"",""Shut Down"",93,108],[""31"",""Blackpink"",""Pink Venom"",112,89],[3457,""NewJeans"",""Attention"",135,66],[1495,""Jungkook"",""Dreamers (Music From The FIFA World Cup Qatar 2022)"",155,46],[1408,""IVE"",""After Like"",178,23]]"
"2023-01-28","[[3457,""NewJeans"",""Ditto"",10,191],[""199"",""TAEYANG"",""Vibe"",12,189],[3457,""NewJeans"",""OMG"",13,188],[3457,""NewJeans"",""Hype Boy"",60,141],[2703,""LE SSERAFIM"",""Antifragile"",68,133],[""31"",""Blackpink"",""Shut Down"",108,93],[""31"",""Blackpink"",""Pink Venom"",128,73],[3457,""NewJeans"",""Attention"",141,60],[1495,""Jungkook"",""Dreamers (Music From The FIFA World Cup Qatar 2022)"",173,28]]"
"2023-02-04","[[3457,""NewJeans"",""Ditto"",11,190],[3457,""NewJeans"",""OMG"",12,189],[""208"",""Twice"",""Moonlight Sunrise"",22,179],[3457,""NewJeans"",""Hype Boy"",64,137],[""199"",""TAEYANG"",""Vibe"",71,130],[2703,""LE SSERAFIM"",""Antifragile"",75,126],[""31"",""Blackpink"",""Shut Down"",125,76],[""31"",""Blackpink"",""Pink Venom"",141,60],[3457,""NewJeans"",""Attention"",152,49]]"
"2023-02-11","[[3457,""NewJeans"",""OMG"",11,190],[3457,""NewJeans"",""Ditto"",12,189],[""465"",""TXT"",""Sugar Rush Ride"",44,157],[3457,""NewJeans"",""Hype Boy"",62,139],[""208"",""Twice"",""Moonlight Sunrise"",68,133],[2703,""LE SSERAFIM"",""Antifragile"",77,124],[""199"",""TAEYANG"",""Vibe"",95,106],[""31"",""Blackpink"",""Shut Down"",133,68],[""31"",""Blackpink"",""Pink Venom"",146,55],[3457,""NewJeans"",""Attention"",152,49]]"
"2023-02-18","[[3457,""NewJeans"",""OMG"",12,189],[3457,""NewJeans"",""Ditto"",14,187],[3457,""NewJeans"",""Hype Boy"",64,137],[2703,""LE SSERAFIM"",""Antifragile"",86,115],[""199"",""TAEYANG"",""Vibe"",128,73],[""31"",""Blackpink"",""Shut Down"",135,66],[""208"",""Twice"",""Moonlight Sunrise"",143,58],[""465"",""TXT"",""Sugar Rush Ride"",152,49],[3457,""NewJeans"",""Attention"",156,45],[""31"",""Blackpink"",""Pink Venom"",159,42],[""7618"",""Coldplay + BTS"",""My Universe"",189,12]]"
"2023-02-25","[[3457,""NewJeans"",""OMG"",14,187],[3457,""NewJeans"",""Ditto"",19,182],[3457,""NewJeans"",""Hype Boy"",75,126],[2703,""LE SSERAFIM"",""Antifragile"",95,106],[""31"",""Blackpink"",""Shut Down"",166,35],[""199"",""TAEYANG"",""Vibe"",190,11],[3457,""NewJeans"",""Attention"",195,6],[""31"",""Blackpink"",""Pink Venom"",198,3]]"
"2023-03-04","[[3457,""NewJeans"",""OMG"",14,187],[3457,""NewJeans"",""Ditto"",21,180],[3457,""NewJeans"",""Hype Boy"",74,127],[2703,""LE SSERAFIM"",""Antifragile"",108,93],[""31"",""Blackpink"",""Shut Down"",178,23]]"
"2023-03-11","[[3457,""NewJeans"",""OMG"",19,182],[3457,""NewJeans"",""Ditto"",28,173],[3457,""NewJeans"",""Hype Boy"",81,120],[2703,""LE SSERAFIM"",""Antifragile"",127,74]]"
"2023-03-18","[[""394"",""J-Hope"",""On The Street"",16,185],[3457,""NewJeans"",""OMG"",19,182],[3457,""NewJeans"",""Ditto"",38,163],[3457,""NewJeans"",""Hype Boy"",101,100],[2703,""LE SSERAFIM"",""Antifragile"",178,23]]"
"2023-03-25","[[3457,""NewJeans"",""OMG"",19,182],[""208"",""Twice"",""Set Me Free"",28,173],[3457,""NewJeans"",""Ditto"",36,165],[4454,""FIFTY FIFTY"",""Cupid"",106,95],[3457,""NewJeans"",""Hype Boy"",107,94],[""394"",""J-Hope"",""On The Street"",108,93],[""208"",""Twice"",""Moonlight Sunrise"",164,37],[2703,""LE SSERAFIM"",""Antifragile"",170,31]]"
"2023-04-01","[[2649,""Jimin"",""Set Me Free, Pt. 2"",8,193],[3457,""NewJeans"",""OMG"",23,178],[3457,""NewJeans"",""Ditto"",42,159],[4454,""FIFTY FIFTY"",""Cupid"",65,136],[""208"",""Twice"",""Set Me Free"",95,106],[""394"",""J-Hope"",""On The Street"",121,80],[3457,""NewJeans"",""Hype Boy"",132,69],[""31"",""Blackpink"",""Shut Down"",198,3]]"
"2023-04-08","[[2649,""Jimin"",""Like Crazy"",2,300],[2649,""Jimin"",""Set Me Free, Pt. 2"",27,174],[3457,""NewJeans"",""OMG"",28,173],[4454,""FIFTY FIFTY"",""Cupid"",39,162],[3457,""NewJeans"",""Ditto"",49,152],[2649,""Jimin"",""Face-Off"",133,68],[3457,""NewJeans"",""Hype Boy"",136,65],[""208"",""Twice"",""Set Me Free"",155,46],[2649,""Jimin"",""Alone"",189,12]]"
"2023-04-15","[[2559,""Jisoo"",""Flower"",2,300],[2649,""Jimin"",""Like Crazy"",4,197],[4454,""FIFTY FIFTY"",""Cupid"",22,179],[3457,""NewJeans"",""OMG"",29,172],[3457,""NewJeans"",""Ditto"",52,149],[2559,""Jisoo"",""All Eyes On Me"",78,123],[2649,""Jimin"",""Set Me Free, Pt. 2"",85,116],[1408,""IVE"",""Kitsch"",90,111],[3457,""NewJeans"",""Hype Boy"",137,64],[""31"",""Blackpink"",""Shut Down"",173,28],[""31"",""Blackpink"",""Pink Venom"",185,16],[""208"",""Twice"",""Set Me Free"",198,3]]"
"2023-04-22","[[2649,""Jimin"",""Like Crazy"",10,191],[2559,""Jisoo"",""Flower"",11,190],[4454,""FIFTY FIFTY"",""Cupid"",13,188],[""12"",""Agust D"",""People Pt.2"",24,177],[3457,""NewJeans"",""OMG"",36,165],[1408,""IVE"",""I Am"",52,149],[3457,""NewJeans"",""Ditto"",66,135],[1408,""IVE"",""Kitsch"",76,125],[2649,""Jimin"",""Set Me Free, Pt. 2"",140,61],[3457,""NewJeans"",""Hype Boy"",155,46],[""31"",""Blackpink"",""Shut Down"",189,12]]"
