"id","is_collab","name","kname","previous_name","previous_kname","fname","alias","id_company","members","issolo","id_parentgroup","formation","disband","fanclub","id_debut","debut_date","date_birth","is_deceased","id_country","sales","awards","views","pak_total","gaondigital_times","gaondigital_firsts","yawards_total","social","mslevel"
67,n,FTISLAND,FT아일랜드,"","","",F.T ISLAND,10,male,n,0,2007,"",Primadonna,1794,"2007-06-07",,n,114,707898,17,230785353,0,96,1,10,"{""K"":""F.T._Island"",""F"":""FTISLAND"",""V"":""FE913"",""T"":""ft_fanclub"",""I"":""officialftisland"",""M"":""226490"",""Y"":""UCi00aT1kuoR7QNa45Xnwd7Q"",""A"":""ftisland\/424488670"",""S"":""6KhH771vq2X2Aom91nNzpZ"",""N"":""FTISLAND""}",2
68,n,G-DRAGON,지드래곤,"","",Kwon Jiyong,권지용,987,male,y,28,2006,"","",883,"2009-08-18","1988-08-18",n,114,896306,26,1061771020,2,214,3,17,"{""K"":""G-Dragon"",""F"":""gdragon"",""T"":""ibgdrgn"",""I"":""xxxibgdrgn"",""M"":""6984"",""N"":""G-DRAGON"",""Y"":""UCeU5qTuBiqTU5z-hyL6WITQ"",""A"":""g-dragon\/320373708"",""S"":""30b9WulBM8sFuBo17nNq9c""}",2
69,n,G.na,지나,"","",Choi Gina,최지나,6,female,y,0,2010,"2016","",702,"2010-07-14","1987-09-13",n,38,26128,7,69378316,0,117,1,1,"{""K"":""G.NA"",""F"":""gna.unitedcube"",""T"":""ginachoi87"",""I"":""missginachoi87"",""M"":""482640"",""N"":""G.NA"",""Y"":""UCKAAKPx4BLiwmQwC0DJ2x1w"",""A"":""g-na\/300051773"",""S"":""3hzcooxMtbApMTvvn6XKVA"",""O"":""ginachoi""}",2
70,n,Gain,가인,"","",Son Gain,손가인; Ga-in,8,female,y,37,2006,"","",3371,"2010-10-08","1987-09-20",n,114,38463,3,83463547,0,124,1,3,"{""K"":""Gain_(singer)"",""F"":""OfficialGain"",""I"":""songain87"",""M"":""428821"",""N"":""가인(브라운아이드걸스)"",""Y"":""UCrpiYiHmGZ5Vq2Pm5ykdX7w""}",2
71,n,Gary,개리,"","",Kang Heegun,"",321,male,y,131,1999,"","",1065,"2014-01-15","1978-02-24",n,114,18947,1,68073090,0,84,3,0,"{""K"":""Gary_(rapper)"",""M"":""1732"",""N"":""개리(래퍼)""}",1
72,y,Gary + Jung-in,개리 + 정인,"","","","",0,coed,n,0,2014,"","",1068,"2014-08-31",,n,114,0,0,5814091,0,19,1,0,"",1
73,n,G-DRAGON + TAEYANG,권지용 + 동영배,"","","",GD X TAEYANG; GD+TAEYANG,3,male,n,28,2014,"","",256,"2014-11-20",,n,114,17346,2,479205125,0,30,0,0,"{""N"":""GD%20X%20TAEYANG"",""M"":""790881""}",2
74,n,G-DRAGON + T.O.P,권지용 + 탑,"","","",GD+T.O.P;GD&TOP,3,male,n,28,2010,"","",9672,"2010-12-15",,n,114,255470,4,219741020,0,63,0,1,"{""N"":""GD%26TOP"",""M"":""512321""}",2
75,y,Geeks + Soyou,긱스 + 소유,"","","","",0,coed,n,0,2012,"","",1169,"2012-10-31",,n,114,0,0,6355627,0,29,0,0,"",1
76,n,GFriend,여자친구,"","","","",37,female,n,0,2015,"2021-05",Buddy,2318,"2015-01-15",,n,114,904428,71,1114403754,1,268,4,13,"{""K"":""GFriend"",""F"":""gfrdofficial"",""T"":""gfrdofficial"",""V"":""F73FF"",""I"":""gfriendofficial"",""A"":""gfriend\/958416186"",""S"":""0qlWcS66ohOIi0M8JZwPft"",""M"":""828478"",""N"":""여자친구(아이돌)"",""Y"":""UCRDd3x33kfF0IW6g2MRUkRw"",""O"":""official_gfriend""}",2
77,n,Girl's Day,걸스데이,"","","","",13,female,n,0,2010,"2019-01",Dai5y,2631,"2010-07-07",,n,114,127226,12,542294757,0,185,1,4,"{""K"":""Girl's_Day"",""F"":""dai5y.gsd"",""T"":""girls_day"",""V"":""FDF27"",""I"":""dte_girlsday"",""U"":""girlsday5"",""Y"":""UCw-HcGlT9V7ErYfoAPvem4A"",""A"":""girls-day\/429348919"",""S"":""13kJgvU22LHMsJtGWLmx7W"",""M"":""482762"",""N"":""걸스데이""}",2
78,n,Girls' Generation,소녀시대,"","","",SNSD; 소시; SoShi,1,female,n,0,2007,"2017-09",SONE,963,"2007-08-05",,n,114,3630065,94,3218331906,0,344,10,45,"{""K"":""Girls'_Generation"",""W"":""girlsgeneration.smtown.com"",""F"":""girlsgeneration"",""T"":""girlsgeneration"",""I"":""girlsgeneration"",""A"":""girls-generation\/357463500"",""S"":""0Sadg1vgvaPqGTOjxu0N6c"",""M"":""228069"",""Y"":""UCPENYtHg4Xhmm6oX8zaQA7Q"",""O"":""girlsgeneration.off",2
79,n,Girls' Generation TTS,소녀시대-태티서,"","","","",1,female,n,78,2012,"2017-10","",133,"2012-04-30",,n,114,303114,17,155696103,0,61,2,3,"{""A"":""girls-generation-tts\/905847799"",""M"":""663691"",""N"":""소녀시대-태티서"",""K"":""Girls%27_Generation-TTS"",""S"":""7AKHnZVqwXYuUwWJ8UGL5q""}",2
80,n,GOT7,갓세븐,"","","","",274,male,n,0,2014,"",I GOT7,642,"2014-01-16",,n,114,4396999,33,3115589031,0,46,0,17,"{""K"":""Got7"",""T"":""got7official"",""F"":""GOT7Official"",""W"":""got7.jype.com"",""V"":""ECDF"",""U"":""got7SMEJ"",""I"":""got7.with.igot7"",""D"":"""",""S"":""6nfDaffa50mKtEOwR8g4df"",""Y"":""UCNtZPzvkjjB3EuPMNY71cmA"",""M"":""751059"",""O"":""got7_isourname"",""A"":""got7\/802694659"",""N"":""GOT7""}",2
81,n,Gugudan,구구단,"","","","",36,female,n,0,2016,"2020-12",Danjjak,6293,"2016-06-28",,n,114,102606,0,60142058,0,3,0,0,"{""K"":""Gugudan"",""T"":""gu9udan"",""F"":""gu9udan"",""V"":""F0F1C7"",""I"":""gu9udan"",""M"":""982876"",""N"":""구구단(아이돌)"",""Y"":""UCAZrFlkKqpTqn8ZISJ616xg""}",1
82,n,Goo Hara,구하라,"","",Goo Hara,Gu Hara;Go Hara,44,female,y,117,2007,"2019","",867,"2015-07-14","1991-01-13",y,114,6280,0,10979026,0,1,0,0,"{""K"":""Goo_Hara"",""F"":""Official.HaraGoo.KARA"",""I"":""koohara__"",""M"":""556401"",""N"":""구하라""}",0
83,n,Hellovenus,헬로비너스,"","","","",31,female,n,0,2012,"2019-04",Hello Cupid,1203,"2012-05-08",,n,114,25673,0,105334307,0,26,0,0,"{""K"":""Hello_Venus"",""W"":""www.fantagio.kr\/artists\/hellovenus"",""F"":""chHelloVenus"",""T"":""chhellovenus"",""I"":""hellovenus"",""M"":""668491"",""N"":""헬로비너스"",""Y"":""UCSshlhZx6y5hAyzPxxuSO6Q""}",1
84,n,Henry,헨리,"","",Henry Lau,"",817,male,y,189,2008,"","",663,"2013-06-07","1989-10-11",n,38,123541,0,230770877,0,27,0,0,"{""K"":""Henry_Lau"",""F"":""HenrysStrings"",""T"":""henrylau89"",""M"":""710006"",""N"":""헨리(가수)"",""I"":""henryl89"",""Y"":""UCSy5l865pfrmUCdpOyMqLpQ"",""O"":""iamhenry""}",2
85,y,HI SUHYUN,하이수현,"","","","",3,female,n,0,2014,"2014","",1580,"2014-11-18",,n,114,0,1,41821900,0,16,1,0,[],1
86,n,Highlight,하이라이트,"","","","",57,male,n,26,2017,"",B2uty,1999,"2017-03-20",,n,114,764190,19,182909623,0,66,1,0,"{""K"":""Highlight_(band)"",""F"":""official.HIGHLIGHT"",""T"":""Highlight_AUent"",""V"":""E9A2B1"",""I"":""highlight_auent"",""M"":""1624993"",""N"":""하이라이트(아이돌)"",""Y"":""UCGdZ_-svzY_hPLYVSKvMFvw""}",2
87,n,History,히스토리,"","","","",30,male,n,0,2013,"2017",Storia,1301,"2013-04-26",,n,114,57123,0,42873018,0,2,0,0,"{""K"":""History_(band)"",""U"":""HISTORYloen"",""M"":""721703"",""N"":""히스토리(아이돌)""}",1
88,n,Hyolyn,효린,"","",Kim Hyojung,"",283,female,y,174,2010,"","",629,"2013-11-26","1990-12-11",n,114,16370,4,270608518,0,112,2,0,"{""K"":""Hyolyn"",""F"":""hyolyn.official"",""T"":""officialhyolyn_"",""V"":""D734FF"",""I"":""xhyolynx"",""Y"":""UCNJofNT5w33_mycys970x8g"",""U"":""OfficialHyolyn"",""M"":""573812"",""N"":""효린""}",2
89,y,Hyolyn + Bumkey + Jooyoung,효린 + 범키 + 주영,"","","","",0,coed,n,0,2015,"","",0,"2015-12-17",,n,114,0,0,2949201,0,0,0,0,[],0
90,y,Hyolyn + Jooyoung,효린 + 주영,"","","","",0,coed,n,0,2014,"","",1173,"2014-11-19",,n,114,0,1,43520029,0,0,0,0,"",0
91,y,Hyolyn + Zico + Paloalto,효린 + 지코 + 팔로알토,"","","","",0,coed,n,0,2015,"","",1175,"2015-08-25",,n,114,0,0,2689808,0,0,0,0,"",0
92,n,Hyukoh,혁오,"","","",Oh Hyuk,310,male,n,0,2014,"","",3385,"2014-09-18",,n,114,35565,1,133741847,0,126,2,11,"{""K"":""Hyukoh"",""T"":""hyukohh"",""I"":""hyukohofficial"",""M"":""785589"",""N"":""혁오"",""F"":""HYUKOHofficial"",""A"":""hyukoh\/927548906"",""S"":""57okaLdCtv3nVBSn5otJkp""}",1
93,n,Hyuna,현아,"","",Kim Hyunah,김현아,429,female,y,219,2007,"","",203,"2011-07-04","1992-06-06",n,114,104201,5,1151912379,0,116,1,5,"{""K"":""Hyuna"",""F"":""hyuna.unitedcube"",""V"":""F071D7"",""I"":""hyunah_aa"",""D"":"""",""Y"":""UC0uTcuuOtUFwtn9aKUVGjXg"",""U"":""officialhyuna"",""A"":""hyuna\/384855556"",""S"":""3UwlejyX2b458azZ7eCnHb"",""M"":""449401"",""N"":""현아"",""O"":""hyunaofficial""}",2
94,n,I.O.I,아이오아이,"","","","",87,female,n,0,2016,"2017-01","",2975,"2016-05-16",,n,114,276039,9,294576402,1,113,1,3,"{""K"":""I.O.I"",""F"":""ioi.official.page"",""M"":""960251"",""N"":""%EC%95%84%EC%9D%B4%EC%98%A4%EC%95%84%EC%9D%B4"",""A"":""i-o-i\/1110816583"",""D"":""group\/ioi"",""S"":""6RKnXXyprPjhBdCvL802Ku""}",2
95,n,iKON,아이콘,"","","","",494,male,n,0,2015,"",IKONIC,1091,"2015-09-15",,n,114,855547,27,1905015171,1,223,8,13,"{""K"":""IKon_(South_Korean_band)"",""F"":""OfficialYGiKON"",""T"":""ikon_yg"",""V"":""FD241"",""I"":""withikonic"",""D"":""ikon"",""M"":""895741"",""Y"":""UCWxCyZibDIWIrGIgP25mbfw"",""A"":""ikon\/1044506362"",""S"":""5qRSs6mvI17zrkJpOHkCoM"",""O"":""ikon_tiktok"",""N"":""iKON""}",2
96,n,Infinite,인피니트,"","","","",512,male,n,0,2010,"",Inspirit,1505,"2010-06-09",,n,114,1646731,43,414244901,0,195,0,17,"{""K"":""Infinite_(band)"",""F"":""ifnt7"",""T"":""Official_IFNT"",""W"":""woolliment.phps.kr\/artists\/main_infinite.php"",""V"":""FE815"",""I"":""official_ifnt_"",""D"":"""",""M"":""476181"",""N"":""인피니트(아이돌)"",""Y"":""UCIy61yOpYrzn9hqI5N2KTzw""}",2
97,n,Infinite H,인피니트H,"","","","",0,male,n,96,2013,"2017","",1516,"2013-01-10",,n,114,136593,5,20340898,0,38,0,0,"{""K"":""Infinite_H"",""M"":""715422"",""N"":""인피니트H""}",1
98,n,IU,아이유,"","",Lee Jieun,이지은,282,female,y,0,2008,"",Uaena,2300,"2008-09-18","1993-05-16",n,114,1650899,100,2373318711,21,2262,55,54,"{""K"":""IU_(singer)"",""T"":""_IUofficial"",""I"":""dlwlrma"",""F"":""iu.loen"",""Y"":""UC3SyT4_WLHzN7JmHQwKQZww"",""V"":""FA895"",""A"":""iu\/409076743"",""S"":""3HqSLMAZ3g3d5poNaI7GOU"",""M"":""261143"",""N"":""아이유"",""O"":""_iuofficial"",""W"":""edam-ent.com\/html\/sub03\/sub03_0301_view""}",2
99,y,IU + Fiestar,이지은 + 피에스타,"","","","",0,female,n,0,2012,"2012","",736,"2012-07-25",,n,114,0,0,4586930,0,0,0,0,[],0
100,y,IU + HIGH4,이지은 + 하이포,"","","","",0,coed,n,0,2014,"2014","",2,"2014-04-07",,n,114,0,1,137344226,0,80,1,0,[],1
101,y,IU + Yoon Hyun-sang,이지은 + 윤현상,"","","","",0,coed,n,0,2014,"","",1,"2014-10-30",,n,114,0,0,9352890,0,0,0,0,"",0
102,n,J-Min,제이민,"","",Oh Jimin,"",1,female,y,0,2007,"","",0,"2014-07-15","1988-05-27",n,114,723,0,11599250,0,0,0,0,"{""K"":""J-Min"",""F"":""JMin.smtown"",""W"":""j-min.smtown.com"",""T"":""oh_jimin"",""I"":""jimin0"",""M"":""626151"",""N"":""제이민"",""Y"":""UCAf9Aor-ZoEvdMw-aAF28eQ""}",0
103,n,Jenyer,전지윤,Jiyoon,지윤,Jeon Jiyoon,"",725,female,y,7,2009,"","",1956,"2016-11-02","1990-10-15",n,114,0,0,3445693,0,0,0,0,"{""K"":""Jeon_Ji-yoon"",""V"":""E4435D"",""T"":""officialJenyer"",""I"":""jenyerjiyoon"",""M"":""520282"",""N"":""전지윤"",""F"":""officialJiYoonJeon1"",""Y"":""UCpiMIBtbFERVk0Jt8T0U7AA"",""O"":""jenyer_jiyoon""}",0
104,n,Jessica,제시카,"","",Jessica Sooyoun Jung,Jessica Jung; 정수연; Jung Sooyeon; Jung Sooyoun,53,female,y,78,2007,"","",1615,"2016-05-17","1989-04-18",n,228,215557,0,79007192,0,6,0,0,"{""K"":""Jessica_Jung"",""T"":""syjessicca"",""V"":""F3517B"",""I"":""jessica.syj"",""M"":""428829"",""Y"":""UCpa4TxYY1VnYYIJrIKgbG3g"",""S"":""7jPVuaaHLs4QVSuN561jZt"",""N"":""제시카(가수)""}",1
105,n,Jimin,지민,"","",Shin Jimin,신지민,798,female,y,16,2012,"","",1534,"2016-03-03","1991-01-08",n,114,915705,0,54067833,0,12,0,0,"{""K"":""Shin_Ji-min"",""I"":""jiminbaby_18"",""M"":""687001"",""N"":""신지민"",""Y"":""UCBejrWH7XQp38CyUILKSScw"",""C"":""treeforreal"",""T"":""jmnd_d""}",1
106,n,Jamie,제이미,Jimin Park,박지민,Park Jimin,박지민;Jamie Park,0,female,y,241,2012,"","",1843,"2015-04-05","1997-07-05",n,114,0,0,51548470,0,5,0,0,"{""K"":""Park_Ji-min_(singer)"",""I"":""jiminxjamie"",""T"":""jiminpark07"",""A"":""park-jimin\/715442377"",""M"":""646172"",""N"":""제이미(가수)"",""Y"":""UCarNrkLZREWeBw49EId_SDQ""}",0
107,n,JJ Project,제이제이 프로젝트,"","","","",274,male,n,80,2012,"","",1804,"2012-05-19",,n,114,130309,0,59277927,0,4,0,0,"{""K"":""JJ_Project"",""W"":""jjproject.jype.com"",""M"":""672041"",""N"":""JJ%20Project""}",1
108,n,JJCC,제이제이씨씨,"","","","",66,male,n,0,2014,"2017","",3418,"2014-03-13",,n,114,3169,0,9663885,0,0,0,0,"{""K"":""JJCC"",""T"":""officialjjcc"",""F"":""DoubleJCofficial"",""V"":""FA699"",""M"":""762950"",""N"":""JJCC"",""I"":""official_jjcc_key""}",0
109,n,Jonghyun,종현,"","",Kim Jonghyun,김종현,1,male,y,172,2008,"2017-12","",441,"2015-01-08","1990-04-08",y,114,539414,12,113396979,0,74,2,2,"{""K"":""Kim_Jong-hyun_(singer)"",""M"":""544520"",""W"":""www.smtown.com\/artist\/musician\/10"",""T"":""realjonghyun90"",""I"":""jonghyun.948"",""A"":""jonghyun\/642677724"",""S"":""5rGgflnIpRNizTCozbYBuY"",""N"":""종현"",""Y"":""UC4WLDMIYdoguWhCVdJ4eSdA""}",2
110,n,Juniel,주니엘,"","",Choi Suhah,Choi Seo-ah; 최서아; Choi Jun-hee; 최선아,425,female,y,0,2011,"","",1483,"2012-06-07","1993-09-03",n,114,16187,0,39925175,0,63,0,1,"{""K"":""Juniel"",""T"":""junielism"",""F"":""officialjuniel"",""V"":""DC2461"",""I"":""930903_juni"",""M"":""673198"",""N"":""주니엘""}",1
111,n,JYJ,제이와이제이,"","","","",67,male,n,207,2010,"2021","",904,"2011-09-28",,n,114,787583,0,43107268,0,37,0,0,"{""K"":""JYJ"",""F"":""CJESJYJ"",""W"":""www.c-jes.com"",""I"":""official_jyj"",""M"":""499453"",""N"":""JYJ"",""Y"":""UCjS31y3a6VZ5TlQZsut4gWA""}",2
112,n,JYPark,박진영,"","",Park Jinyoung,JYP; Park Jinyoung; J.Y. Park,14,male,y,0,1994,"","",32100,"1994-09-01","1971-12-13",n,114,653167,1,240349531,0,133,2,8,"{""K"":""J._Y._Park"",""F"":""followjyp"",""W"":""jyp.jype.com"",""T"":""followjyp"",""I"":""asiansoul_jyp"",""M"":""1130"",""N"":""박진영"",""A"":""j-y-park\/418893613"",""S"":""1TTx0YcbKUtJIZY1HEnh9B"",""Y"":""UCJzd6hPg7Iz35SkBNzAjjWQ"",""O"":""jypark_official""}",2
113,n,KARD,카드,"","","",K.A.R.D,2,coed,n,0,2016,"",Hidden KARD,1951,"2016-12-13",,n,114,99861,0,748553179,0,1,0,0,"{""K"":""Kard_(band)"",""T"":""kard_official"",""I"":""official_kard"",""F"":""officialkard"",""V"":""E6431D"",""W"":""www.kard-official.com"",""Y"":""UC5OwlwvsVmf_lXHguB6OYFw"",""U"":""KARD"",""A"":""kard\/1215832588"",""S"":""2JhAlkmukNvarUpGhTFXUQ"",""M"":""1271812"",""N"":""KARD"",""O"":""official.kar",2
114,n,K.will,케이윌,"","",Kim Hyungsoo,김형수;kwill,5,male,y,0,2005,"","",3422,"2007-03-06","1981-12-30",n,114,80899,13,408045507,0,369,4,10,"{""K"":""K.Will"",""F"":""officialkwill"",""I"":""kwill_official"",""M"":""175139"",""W"":""www.starship-ent.com\/profile\/musician\/kwill.php"",""N"":""케이윌"",""T"":""Thsm1"",""Y"":""UC96JSntU8OGFcnDgruO_lIw"",""O"":""kwill_official""}",2
115,y,K.will + Baekhyun,케이윌 + 변백현,"","","","",0,male,n,0,2016,"","",1646,"2016-05-12",,n,114,0,0,3333665,0,0,0,0,"",0
116,y,K.will + Davichi,케이윌 + 다비치,"","","","",0,coed,n,0,2016,"","",1333,"2016-01-05",,n,114,0,0,0,0,0,0,0,[],0
117,n,Kara,카라,"","","","",44,female,n,0,2007,"",Kamilia,11044,"2007-03-29",,n,114,896926,28,574147302,0,135,2,9,"{""K"":""Kara_(South_Korean_band)"",""T"":""kara_dsp"",""F"":""dspofficialkara"",""A"":""kara\/385160775"",""S"":""7aZ221EQfonNG2lO9Hh192"",""M"":""222128"",""N"":""카라""}",2
119,n,KIM SEJEONG,김세정,Sejeong,세정,Kim Sejeong,김세정,36,female,y,81,2016,"","",6291,"2019-12-02","1996-08-28",n,114,45329,2,126580010,0,6,0,0,"{""K"":""Kim_Se-jeong"",""I"":""clean_0828"",""D"":""sejeong-gugudan"",""M"":""968261"",""N"":""김세정"",""T"":""0828_kimsejeong"",""Y"":""UCq5CDi36d6UPh_wlKl-0TUA"",""C"":""user-187914115""}",1
120,n,Kisum,키썸,"","",Jo Hyerung,조혜령,582,female,y,0,2013,"","",11467,"2013-12-27","1994-01-20",n,114,1402,0,32366137,0,26,0,0,"{""K"":""Kisum"",""I"":""kisum0120"",""F"":""Kisumofficial"",""V"":""F82E1"",""M"":""748510"",""N"":""키썸"",""Y"":""UCQMdQl3rXljevX80JhddW5w""}",1
121,y,Kisum + Homme,키썸 + 옴므,"","","","",0,coed,n,0,2015,"","",1672,"2015-09-01",,n,114,0,0,812544,0,0,0,0,"",0
122,y,Kisum + Hwasa,키썸 + 화사,"","","","",0,female,n,0,2015,"","",1667,"2015-10-28",,n,114,0,0,5124583,0,0,0,0,"",0
123,n,Kyuhyun,규현,"","",Cho Kyuhyun,"",300,male,y,189,2005,"","",1490,"2014-11-13","1988-02-03",n,114,346799,5,87841951,0,174,0,1,"{""K"":""Cho_Kyuhyun"",""W"":""kyuhyun.smtown.com\/Intro"",""T"":""gaemgyu"",""I"":""gyuram88"",""M"":""205880"",""N"":""규현"",""Y"":""UC-QTYOUwcMm-rWCctXiavzA""}",2
124,n,Park Kyung,박경,"","",Park Kyung,Kyung Park,632,male,y,32,2011,"","",6820,"2015-09-21","1992-07-08",n,114,13002,1,94142766,0,49,0,0,"{""K"":""Park_Kyung"",""T"":""kyungpark1992"",""I"":""qkrrud78"",""M"":""650832"",""N"":""박경"",""Y"":""UCMeOXXMDBIsFwSzZ5WvYk0A""}",1
125,n,Laboum,라붐,"","","","",434,female,n,0,2014,"2023-10",Latte,1126,"2014-08-27",,n,114,57695,1,53407361,0,25,0,0,"{""K"":""Laboum"",""F"":""officialLABOUM"",""T"":""officialLABOUM"",""V"":""EF81F5"",""I"":""officiallaboum"",""M"":""783462"",""N"":""라붐(아이돌)"",""Y"":""UCB4HIC-s6wpVvT8o1D1n7aQ""}",1
126,n,Ladies' code,레이디스 코드,"","","","",32,female,n,0,2013,"2020",Lavely,14151,"2013-03-07",,n,114,16137,0,54458838,0,57,0,0,"{""K"":""Ladies%27_Code"",""F"":""polaris.lc"",""V"":""F60125"",""T"":""polaris_lc"",""I"":""ladiescode_official"",""M"":""718807"",""N"":""레이디스%20코드"",""Y"":""UC-MlYzrnfAkW3YYqEg3j_5g""}",1
127,n,Lay,레이,"","",Zhang Yixing,Zhang Jiashuai;张艺兴;Lay Zhang,1,male,y,61,2011,"","",0,"2016-10-07","1991-10-07",n,44,295452,0,177999226,0,0,0,0,"{""I"":""zyxzjs"",""K"":""Lay_(entertainer)"",""T"":""zyxzjx"",""M"":""715178"",""Y"":""UCROoY31pgrU66oSzkYdWWmw"",""A"":""lay\/1118027719"",""S"":""4o7tWrzQOqarDtTMWD2HV9"",""N"":""장이씽""}",1
128,n,Lee Hi,이하이,"","",Lee Hayi,"",0,female,y,0,2012,"","",723,"2012-10-29","1996-09-23",n,114,39649,12,581278481,0,243,4,4,"{""K"":""Lee_Hi"",""F"":""OfficialLEEHI"",""Y"":""UCT86dWwZWeJWGQCDzbipU-A"",""V"":""F57137"",""I"":""leehi_hi"",""T"":""leehi_hi"",""U"":""OfficialLEEHI"",""A"":""leehi\/1484046668"",""W"":""www.aomgofficial.com\/leehi"",""M"":""646171"",""S"":""7cVZApDoQZpS447nHTsNqu"",""N"":""이하이""}",2
129,n,Lee Hyori,이효리,"","",Lee Hyori,Linda G; 린다G,300,female,y,688,1998,"","",6569,"2003-08-13","1979-05-10",n,114,369006,16,104989929,1,99,4,7,"{""K"":""Lee_Hyori"",""I"":""lee_hyolee"",""M"":""1713"",""N"":""이효리"",""A"":""lee-hyori\/464985628"",""S"":""4FjoOJAndC0s9ZJUo6VGc5""}",2
130,n,Lee Seung Gi,이승기,"","",Lee Seunggi,"",818,male,y,0,2004,"","",3502,"2004-06-25","1987-01-13",n,114,372689,10,53698469,0,177,3,14,"{""K"":""Lee_Seung-gi"",""I"":""leeseunggi.official"",""W"":""www.leeseunggi.com"",""M"":""58793"",""N"":""이승기"",""Y"":""UCTW3AUKPwj1tiIwaAi_DJPw"",""O"":""lsgtiktok""}",2
131,n,LeeSSang,리쌍,"","","","",523,male,n,0,2002,"2017-04","",15991,"2002-06-27",,n,114,190843,2,117024282,2,150,3,4,"{""K"":""Leessang"",""U"":""Leessang"",""Y"":""UCwWoDgX_W0go5P4z9RHPwBw"",""M"":""103289"",""N"":""리쌍""}",2
132,n,Lim Chang Jung,임창정,"","",Im Changjung,"",335,male,y,0,1995,"","",35034,"1995-04-01","1973-11-30",n,114,2638221,8,187990191,2,377,6,6,"{""K"":""Im_Chang-jung"",""I"":""imchangjung3309"",""M"":""1142"",""N"":""임창정""}",2
133,n,Lim Kim,김예림,"","",Kim Yerim,"",819,female,y,4234,2011,"","",11855,"2013-06-17","1994-01-21",n,114,8193,0,52961189,0,64,0,4,"{""K"":""Lim_Kim"",""I"":""limkim12121"",""F"":""officiallimkim"",""T"":""limkim12121"",""M"":""643851"",""N"":""림킴"",""Y"":""UCkPp7r-2w3zzWa6Aa1CYnug""}",1
134,n,Lovelyz,러블리즈,"","","","",34,female,n,0,2014,"2021",Lovelinus,1115,"2014-11-17",,n,114,390425,4,177146995,0,78,0,0,"{""K"":""Lovelyz"",""I"":""official_lvlz8_"",""F"":""lvlz8"",""T"":""Official_LVLZ"",""V"":""FB183"",""W"":""www.lvlz8.com"",""S"":""3g34PW5oNmDBxMVUTzx2XK"",""M"":""789331"",""N"":""러블리즈""}",2
135,n,Luna,루나,"","",Park Sunyoung,박선영,990,female,y,65,2009,"","",1639,"2016-05-30","1993-08-12",n,114,18099,0,22356692,0,1,0,0,"{""K"":""Luna_(singer)"",""T"":""listenluna"",""I"":""hermosavidaluna"",""Y"":""UCXmZgjKHO2yyDTqjM_AtTUw"",""A"":""luna\/994088675"",""W"":""luna.smtown.com"",""M"":""498356"",""N"":""루나(f(x))"",""F"":""Luna.Official.Luna""}",1
136,n,Lyn,린,"","",Lee Sejin,Se-jin;이세진,616,female,y,0,2002,"","",0,"2000-12-13","1981-11-09",n,114,126887,0,138471532,0,169,1,1,"{""K"":""Lyn_(singer)"",""I"":""lovelyn_i"",""F"":""lovelyn.sejin"",""M"":""8530"",""N"":""린(가수)"",""Y"":""UCZAdaUPmqlFfS0i29X9UAoA"",""A"":""lyn\/345292912"",""S"":""1A6WCseWiK22oxqodg7vcy""}",2
137,n,Mad Clown,매드클라운,"","",Jo Dongrim,조동림; 마미손; Mommy Son,611,male,y,0,2008,"","",0,"2008-10-22","1985-03-25",n,114,3219,4,110062148,0,92,1,1,"{""K"":""Mad_Clown"",""F"":""officialmadc"",""T"":""real_mad_clown"",""M"":""219621"",""N"":""매드클라운"",""I"":""anything_goes85"",""C"":""mad_clown""}",1
138,n,Mamamoo,마마무,"","","","",44,female,n,0,2014,"",Moomoo,1086,"2014-06-18",,n,114,1260698,42,2401717156,1,437,1,16,"{""K"":""Mamamoo"",""F"":""RBW.MAMAMOO"",""T"":""RBW_MAMAMOO"",""V"":""FCD4B"",""I"":""mamamoo_official"",""Y"":""UCuhAUMLzJxlP1W7mEk0_6lA"",""M"":""750053"",""N"":""%EB%A7%88%EB%A7%88%EB%AC%B4"",""A"":""mamamoo\/818951094"",""S"":""0XATRDCYuuGhk0oE7C0o5G"",""O"":""official_mamamoo""}",2
139,n,Max,최강창민,"","",Shim Changmin,심창민; Max Changmin,1,male,y,207,2003,"","",6009,"2020-04-06","1988-02-18",n,114,147874,0,42319063,0,1,0,0,"{""K"":""Changmin"",""I"":""changmin88"",""M"":""52604"",""W"":""www.smtown.com\/artists\/2"",""A"":""max-changmin\/1505820374"",""S"":""7FiAkNWMb6ZBYI8tbQLuIS"",""N"":""최강창민""}",1
140,n,MBLAQ,엠블랙,"","","","",48,male,n,0,2009,"2015-06",A+,3507,"2009-10-14",,n,114,328432,3,89439514,0,94,0,1,"{""K"":""MBLAQ"",""T"":""MBLAQ_CAMP"",""F"":""jtunecampofficial"",""U"":""jtunecamp"",""M"":""436980"",""N"":""엠블랙""}",2
141,n,Minah,방민아,"","",Bang Minah,"",13,female,y,77,2010,"","",738,"2015-03-15","1993-05-13",n,114,0,1,17031685,0,0,0,0,"{""K"":""Bang_Min-ah"",""I"":""bbang_93"",""T"":""girls_day_minah"",""M"":""488423"",""N"":""방민아"",""Y"":""UCA_Co0sST8P2-Y0HxLX40-g""}",0
